subtype,variable,est,value,type,group
MOD,dbp,max,130,Continuous,NA
MOD,dbp,freq,9044,Continuous,NA
MOD,dbp,missing,9,Continuous,NA
MOD,ldlc,mean,120.0834119645216,Continuous,NA
MOD,ldlc,sd,32.617314855324935,Continuous,NA
MOD,ldlc,median,118,Continuous,NA
MOD,ldlc,q25,98,Continuous,NA
MOD,ldlc,q75,141,Continuous,NA
MOD,ldlc,min,30,Continuous,NA
MOD,ldlc,max,250,Continuous,NA
MOD,ldlc,freq,5299,Continuous,NA
MOD,ldlc,missing,3754,Continuous,NA
MOD,hdlc,mean,45.71477079796265,Continuous,NA
MOD,hdlc,sd,11.95184309972631,Continuous,NA
MOD,hdlc,median,44,Continuous,NA
MOD,hdlc,q25,37,Continuous,NA
MOD,hdlc,q75,52,Continuous,NA
MOD,hdlc,min,10,Continuous,NA
MOD,hdlc,max,100,Continuous,NA
MOD,hdlc,freq,5301,Continuous,NA
MOD,hdlc,missing,3752,Continuous,NA
MOD,insulinf,mean,29.18610151984646,Continuous,NA
MOD,insulinf,sd,14.761314421662004,Continuous,NA
MOD,insulinf,median,26.5,Continuous,NA
MOD,insulinf,q25,18.625,Continuous,NA
MOD,insulinf,q75,36.6,Continuous,NA
MOD,insulinf,min,2.5,Continuous,NA
MOD,insulinf,max,100,Continuous,NA
MOD,insulinf,freq,4518,Continuous,NA
MOD,insulinf,missing,4535,Continuous,NA
MOD,glucosef,mean,108.96224421708185,Continuous,NA
MOD,glucosef,sd,11.672389710793516,Continuous,NA
MOD,glucosef,median,108,Continuous,NA
MOD,glucosef,q25,101,Continuous,NA
MOD,glucosef,q75,116,Continuous,NA
MOD,glucosef,min,62,Continuous,NA
MOD,glucosef,max,150,Continuous,NA
MOD,glucosef,freq,8992,Continuous,NA
MOD,glucosef,missing,61,Continuous,NA
MOD,egfr,mean,99.36508439985029,Continuous,NA
MOD,egfr,sd,19.21944355562545,Continuous,NA
MOD,egfr,median,98.43718673366601,Continuous,NA
MOD,egfr,q25,86.31593903799465,Continuous,NA
MOD,egfr,q75,111.817254755,Continuous,NA
MOD,egfr,min,45.8,Continuous,NA
MOD,egfr,max,150,Continuous,NA
MOD,egfr,freq,336,Continuous,NA
MOD,egfr,missing,8717,Continuous,NA
MOD,tgl,mean,144.7582044511505,Continuous,NA
MOD,tgl,sd,68.75171794681802,Continuous,NA
MOD,tgl,median,130,Continuous,NA
MOD,tgl,q25,92,Continuous,NA
MOD,tgl,q75,184,Continuous,NA
MOD,tgl,min,30,Continuous,NA
MOD,tgl,max,300,Continuous,NA
MOD,tgl,freq,5302,Continuous,NA
MOD,tgl,missing,3751,Continuous,NA
MOD,tg_hdl,mean,3.5276959231771303,Continuous,NA
MOD,tg_hdl,sd,2.257224789026977,Continuous,NA
MOD,tg_hdl,median,2.9393939393939394,Continuous,NA
MOD,tg_hdl,q25,1.9047619047619047,Continuous,NA
MOD,tg_hdl,q75,4.568965517241379,Continuous,NA
MOD,tg_hdl,min,0.3333333333333333,Continuous,NA
MOD,tg_hdl,max,30,Continuous,NA
MOD,tg_hdl,freq,5301,Continuous,NA
MOD,tg_hdl,missing,3752,Continuous,NA
NOT2D,age,mean,58.85048209536223,Continuous,NA
NOT2D,age,sd,10.802445573360224,Continuous,NA
NOT2D,age,median,58,Continuous,NA
NOT2D,age,q25,50.96,Continuous,NA
NOT2D,age,q75,67,Continuous,NA
NOT2D,age,min,20,Continuous,NA
NOT2D,age,max,94,Continuous,NA
NOT2D,age,freq,56773,Continuous,NA
NOT2D,age,missing,0,Continuous,NA
NOT2D,dmagediag,mean,NA,Continuous,NA
NOT2D,dmagediag,sd,NA,Continuous,NA
NOT2D,dmagediag,median,NA,Continuous,NA
NOT2D,dmagediag,q25,NA,Continuous,NA
NOT2D,dmagediag,q75,NA,Continuous,NA
NOT2D,dmagediag,min,Inf,Continuous,NA
NOT2D,dmagediag,max,-Inf,Continuous,NA
NOT2D,dmagediag,freq,0,Continuous,NA
NOT2D,dmagediag,missing,56773,Continuous,NA
NOT2D,bmi,mean,30.56614671808237,Continuous,NA
NOT2D,bmi,sd,6.401977885384575,Continuous,NA
NOT2D,bmi,median,29.42724705631627,Continuous,NA
NOT2D,bmi,q25,26.02884375,Continuous,NA
NOT2D,bmi,q75,34.006155953435275,Continuous,NA
NOT2D,bmi,min,16.068204824,Continuous,NA
NOT2D,bmi,max,65,Continuous,NA
NOT2D,bmi,freq,56753,Continuous,NA
NOT2D,bmi,missing,20,Continuous,NA
NOT2D,hba1c,mean,5.577571270008178,Continuous,NA
NOT2D,hba1c,sd,0.4447127537643039,Continuous,NA
NOT2D,hba1c,median,5.6,Continuous,NA
NOT2D,hba1c,q25,5.3,Continuous,NA
NOT2D,hba1c,q75,5.8,Continuous,NA
NOT2D,hba1c,min,4,Continuous,NA
NOT2D,hba1c,max,11.7,Continuous,NA
NOT2D,hba1c,freq,34236,Continuous,NA
NOT2D,hba1c,missing,22537,Continuous,NA
NOT2D,homa2b,mean,142.74752165630278,Continuous,NA
NOT2D,homa2b,sd,62.85588478158356,Continuous,NA
NOT2D,homa2b,median,129.5,Continuous,NA
NOT2D,homa2b,q25,96.7,Continuous,NA
NOT2D,homa2b,q75,175,Continuous,NA
NOT2D,homa2b,min,14.8,Continuous,NA
NOT2D,homa2b,max,300,Continuous,NA
NOT2D,homa2b,freq,27821,Continuous,NA
NOT2D,homa2b,missing,28952,Continuous,NA
NOT2D,homa2ir,mean,2.484016024735681,Continuous,NA
NOT2D,homa2ir,sd,1.6480484238590696,Continuous,NA
NOT2D,homa2ir,median,2.044989775051125,Continuous,NA
NOT2D,homa2ir,q25,1.2658227848101267,Continuous,NA
NOT2D,homa2ir,q75,3.2467532467532467,Continuous,NA
NOT2D,homa2ir,min,0.3469812630117974,Continuous,NA
NOT2D,homa2ir,max,8.620689655172415,Continuous,NA
NOT2D,homa2ir,freq,27821,Continuous,NA
NOT2D,homa2ir,missing,28952,Continuous,NA
NOT2D,sbp,mean,119.08656869815533,Continuous,NA
NOT2D,sbp,sd,18.05965447421738,Continuous,NA
NOT2D,sbp,median,119,Continuous,NA
NOT2D,sbp,q25,109,Continuous,NA
NOT2D,sbp,q75,129.3313,Continuous,NA
NOT2D,sbp,min,70,Continuous,NA
NOT2D,sbp,max,220,Continuous,NA
NOT2D,sbp,freq,56740,Continuous,NA
NOT2D,sbp,missing,33,Continuous,NA
NOT2D,dbp,mean,74.7360737047416,Continuous,NA
NOT2D,dbp,sd,13.061478865852678,Continuous,NA
NOT2D,dbp,median,73,Continuous,NA
NOT2D,dbp,q25,67,Continuous,NA
NOT2D,dbp,q75,80,Continuous,NA
NOT2D,dbp,min,40,Continuous,NA
NOT2D,dbp,max,130,Continuous,NA
NOT2D,dbp,freq,56739,Continuous,NA
NOT2D,dbp,missing,34,Continuous,NA
NOT2D,ldlc,mean,114.07471406644551,Continuous,NA
NOT2D,ldlc,sd,31.64116281895506,Continuous,NA
NOT2D,ldlc,median,112,Continuous,NA
NOT2D,ldlc,q25,92,Continuous,NA
NOT2D,ldlc,q75,134,Continuous,NA
NOT2D,ldlc,min,30,Continuous,NA
NOT2D,ldlc,max,250,Continuous,NA
NOT2D,ldlc,freq,40394,Continuous,NA
NOT2D,ldlc,missing,16379,Continuous,NA
NOT2D,hdlc,mean,53.62078707130521,Continuous,NA
NOT2D,hdlc,sd,15.024818420466811,Continuous,NA
NOT2D,hdlc,median,51,Continuous,NA
NOT2D,hdlc,q25,43,Continuous,NA
NOT2D,hdlc,q75,62,Continuous,NA
NOT2D,hdlc,min,10,Continuous,NA
NOT2D,hdlc,max,100,Continuous,NA
NOT2D,hdlc,freq,40530,Continuous,NA
NOT2D,hdlc,missing,16243,Continuous,NA
NOT2D,insulinf,mean,23.13804730077753,Continuous,NA
NOT2D,insulinf,sd,18.012340591202843,Continuous,NA
NOT2D,insulinf,median,18,Continuous,NA
NOT2D,insulinf,q25,11.1,Continuous,NA
NOT2D,insulinf,q75,29,Continuous,NA
NOT2D,insulinf,min,2,Continuous,NA
NOT2D,insulinf,max,100,Continuous,NA
NOT2D,insulinf,freq,27829,Continuous,NA
NOT2D,insulinf,missing,28944,Continuous,NA
NOT2D,glucosef,mean,98.27243127835602,Continuous,NA
NOT2D,glucosef,sd,10.48108414749503,Continuous,NA
NOT2D,glucosef,median,98,Continuous,NA
NOT2D,glucosef,q25,91,Continuous,NA
NOT2D,glucosef,q75,105,Continuous,NA
NOT2D,glucosef,min,50,Continuous,NA
NOT2D,glucosef,max,150,Continuous,NA
NOT2D,glucosef,freq,56205,Continuous,NA
NOT2D,glucosef,missing,568,Continuous,NA
NOT2D,egfr,mean,83.5003803576697,Continuous,NA
NOT2D,egfr,sd,21.15976999017434,Continuous,NA
NOT2D,egfr,median,82.308106633,Continuous,NA
NOT2D,egfr,q25,69.48237465146175,Continuous,NA
NOT2D,egfr,q75,96.83166832632409,Continuous,NA
NOT2D,egfr,min,5,Continuous,NA
NOT2D,egfr,max,150,Continuous,NA
NOT2D,egfr,freq,13567,Continuous,NA
NOT2D,egfr,missing,43206,Continuous,NA
NOT2D,tgl,mean,116.85620358720055,Continuous,NA
NOT2D,tgl,sd,60.07192659358574,Continuous,NA
NOT2D,tgl,median,102,Continuous,NA
NOT2D,tgl,q25,73,Continuous,NA
NOT2D,tgl,q75,145,Continuous,NA
NOT2D,tgl,min,30,Continuous,NA
NOT2D,tgl,max,300,Continuous,NA
NOT2D,tgl,freq,40533,Continuous,NA
NOT2D,tgl,missing,16240,Continuous,NA
NOT2D,tg_hdl,mean,2.505659274440588,Continuous,NA
NOT2D,tg_hdl,sd,1.8187215763232987,Continuous,NA
NOT2D,tg_hdl,median,1.981818181818182,Continuous,NA
NOT2D,tg_hdl,q25,1.25,Continuous,NA
NOT2D,tg_hdl,q75,3.173076923076923,Continuous,NA
NOT2D,tg_hdl,min,0.3,Continuous,NA
NOT2D,tg_hdl,max,30,Continuous,NA
NOT2D,tg_hdl,freq,40530,Continuous,NA
NOT2D,tg_hdl,missing,16243,Continuous,NA
SIDD,age,mean,51.08410511236458,Continuous,NA
SIDD,age,sd,10.94832455291899,Continuous,NA
SIDD,age,median,48,Continuous,NA
SIDD,age,q25,43.47,Continuous,NA
SIDD,age,q75,56,Continuous,NA
SIDD,age,min,28,Continuous,NA
SIDD,age,max,88,Continuous,NA
SIDD,age,freq,153,Continuous,NA
SIDD,age,missing,0,Continuous,NA
SIDD,dmagediag,mean,56.06091861402095,Continuous,NA
SIDD,dmagediag,sd,9.949788627001494,Continuous,NA
SIDD,dmagediag,median,51.09315068493151,Continuous,NA
SIDD,dmagediag,q25,50.964383561643835,Continuous,NA
SIDD,dmagediag,q75,62,Continuous,NA
SIDD,dmagediag,min,35,Continuous,NA
SIDD,dmagediag,max,88,Continuous,NA
SIDD,dmagediag,freq,153,Continuous,NA
SIDD,dmagediag,missing,0,Continuous,NA
SIDD,bmi,mean,31.589427016502444,Continuous,NA
SIDD,bmi,sd,5.6880710909170284,Continuous,NA
SIDD,bmi,median,30.805462576966264,Continuous,NA
SIDD,bmi,q25,27.210601071,Continuous,NA
SIDD,bmi,q75,35.389749893780134,Continuous,NA
SIDD,bmi,min,21.24938000887566,Continuous,NA
SIDD,bmi,max,47.44552652306313,Continuous,NA
SIDD,bmi,freq,153,Continuous,NA
SIDD,bmi,missing,0,Continuous,NA
SIDD,hba1c,mean,7.065625,Continuous,NA
SIDD,hba1c,sd,2.316159622033171,Continuous,NA
SIDD,hba1c,median,6,Continuous,NA
SIDD,hba1c,q25,5.6,Continuous,NA
SIDD,hba1c,q75,8.625,Continuous,NA
SIDD,hba1c,min,4.5,Continuous,NA
SIDD,hba1c,max,14,Continuous,NA
SIDD,hba1c,freq,96,Continuous,NA
SIDD,hba1c,missing,57,Continuous,NA
SIDD,homa2b,mean,128.12394366197182,Continuous,NA
SIDD,homa2b,sd,61.617813901011104,Continuous,NA
SIDD,homa2b,median,130.2,Continuous,NA
SIDD,homa2b,q25,85.4,Continuous,NA
SIDD,homa2b,q75,168,Continuous,NA
SIDD,homa2b,min,10.1,Continuous,NA
SIDD,homa2b,max,273.6,Continuous,NA
SIDD,homa2b,freq,71,Continuous,NA
SIDD,homa2b,missing,82,Continuous,NA
SIDD,homa2ir,mean,3.5129558128447216,Continuous,NA
SIDD,homa2ir,sd,2.348149586767027,Continuous,NA
SIDD,homa2ir,median,2.6666666666666665,Continuous,NA
SIDD,homa2ir,q25,1.8387385712595696,Continuous,NA
SIDD,homa2ir,q75,4.02546491284909,Continuous,NA
SIDD,homa2ir,min,0.8123476848090984,Continuous,NA
SIDD,homa2ir,max,10,Continuous,NA
SIDD,homa2ir,freq,71,Continuous,NA
SIDD,homa2ir,missing,82,Continuous,NA
SIDD,sbp,mean,122.51362440087146,Continuous,NA
SIDD,sbp,sd,18.053248144018784,Continuous,NA
SIDD,sbp,median,121,Continuous,NA
SIDD,sbp,q25,112,Continuous,NA
SIDD,sbp,q75,133,Continuous,NA
SIDD,sbp,min,70,Continuous,NA
SIDD,sbp,max,182.5115,Continuous,NA
SIDD,sbp,freq,153,Continuous,NA
SIDD,sbp,missing,0,Continuous,NA
SIDD,dbp,mean,78.39108300653595,Continuous,NA
SIDD,dbp,sd,14.214482121224874,Continuous,NA
SIDD,dbp,median,79,Continuous,NA
SIDD,dbp,q25,69,Continuous,NA
SIDD,dbp,q75,86,Continuous,NA
SIDD,dbp,min,49.333333333333336,Continuous,NA
SIDD,dbp,max,130,Continuous,NA
SIDD,dbp,freq,153,Continuous,NA
SIDD,dbp,missing,0,Continuous,NA
SIDD,ldlc,mean,107.91964285714286,Continuous,NA
SIDD,ldlc,sd,36.13292237213286,Continuous,NA
SIDD,ldlc,median,113,Continuous,NA
SIDD,ldlc,q25,82.75,Continuous,NA
SIDD,ldlc,q75,132.25,Continuous,NA
SIDD,ldlc,min,30,Continuous,NA
SIDD,ldlc,max,186,Continuous,NA
SIDD,ldlc,freq,112,Continuous,NA
SIDD,ldlc,missing,41,Continuous,NA
SIDD,hdlc,mean,39.921052631578945,Continuous,NA
SIDD,hdlc,sd,10.878365911287425,Continuous,NA
SIDD,hdlc,median,38.5,Continuous,NA
SIDD,hdlc,q25,33,Continuous,NA
SIDD,hdlc,q75,45,Continuous,NA
SIDD,hdlc,min,21,Continuous,NA
SIDD,hdlc,max,99,Continuous,NA
SIDD,hdlc,freq,114,Continuous,NA
SIDD,hdlc,missing,39,Continuous,NA
SIDD,insulinf,mean,30.708675799086755,Continuous,NA
SIDD,insulinf,sd,22.163312632562977,Continuous,NA
SIDD,insulinf,median,22.98,Continuous,NA
SIDD,insulinf,q25,15.1,Continuous,NA
SIDD,insulinf,q75,37,Continuous,NA
SIDD,insulinf,min,7,Continuous,NA
SIDD,insulinf,max,100,Continuous,NA
SIDD,insulinf,freq,73,Continuous,NA
SIDD,insulinf,missing,80,Continuous,NA
SIDD,glucosef,mean,111.12080536912751,Continuous,NA
SIDD,glucosef,sd,19.330312546122524,Continuous,NA
SIDD,glucosef,median,105,Continuous,NA
SIDD,glucosef,q25,98,Continuous,NA
SIDD,glucosef,q75,120,Continuous,NA
SIDD,glucosef,min,78,Continuous,NA
SIDD,glucosef,max,150,Continuous,NA
SIDD,glucosef,freq,149,Continuous,NA
SIDD,glucosef,missing,4,Continuous,NA
SIDD,egfr,mean,91.0393413808848,Continuous,NA
SIDD,egfr,sd,26.555578603650023,Continuous,NA
SIDD,egfr,median,87.971176277,Continuous,NA
SIDD,egfr,q25,79.31603593002855,Continuous,NA
SIDD,egfr,q75,100.07473565,Continuous,NA
SIDD,egfr,min,33.570256544,Continuous,NA
SIDD,egfr,max,150,Continuous,NA
SIDD,egfr,freq,41,Continuous,NA
SIDD,egfr,missing,112,Continuous,NA
SIDD,tgl,mean,165.80701754385964,Continuous,NA
SIDD,tgl,sd,80.83358598308406,Continuous,NA
SIDD,tgl,median,143.5,Continuous,NA
SIDD,tgl,q25,99.5,Continuous,NA
SIDD,tgl,q75,241.5,Continuous,NA
SIDD,tgl,min,36,Continuous,NA
SIDD,tgl,max,300,Continuous,NA
SIDD,tgl,freq,114,Continuous,NA
SIDD,tgl,missing,39,Continuous,NA
SIDD,tg_hdl,mean,4.718932739816077,Continuous,NA
SIDD,tg_hdl,sd,3.111561661286032,Continuous,NA
SIDD,tg_hdl,median,3.7716450216450217,Continuous,NA
SIDD,tg_hdl,q25,2.4683760683760685,Continuous,NA
SIDD,tg_hdl,q75,7.275,Continuous,NA
SIDD,tg_hdl,min,0.8448275862068966,Continuous,NA
SIDD,tg_hdl,max,14.285714285714286,Continuous,NA
SIDD,tg_hdl,freq,114,Continuous,NA
SIDD,tg_hdl,missing,39,Continuous,NA
SIRD,age,mean,59.57496912287648,Continuous,NA
SIRD,age,sd,9.588369157969407,Continuous,NA
SIRD,age,median,59,Continuous,NA
SIRD,age,q25,53,Continuous,NA
SIRD,age,q75,66,Continuous,NA
SIRD,age,min,37.48,Continuous,NA
SIRD,age,max,90,Continuous,NA
SIRD,age,freq,1799,Continuous,NA
SIRD,age,missing,0,Continuous,NA
SIRD,dmagediag,mean,64.48493607559756,Continuous,NA
SIRD,dmagediag,sd,9.375792362929385,Continuous,NA
SIRD,dmagediag,median,64,Continuous,NA
SIRD,dmagediag,q25,58,Continuous,NA
SIRD,dmagediag,q75,70.95342465753424,Continuous,NA
SIRD,dmagediag,min,40.032876712328765,Continuous,NA
SIRD,dmagediag,max,90,Continuous,NA
SIRD,dmagediag,freq,1799,Continuous,NA
SIRD,dmagediag,missing,0,Continuous,NA
SIRD,bmi,mean,33.64889809567464,Continuous,NA
SIRD,bmi,sd,6.153135638958404,Continuous,NA
SIRD,bmi,median,32.76167853,Continuous,NA
SIRD,bmi,q25,29.110260618555422,Continuous,NA
SIRD,bmi,q75,37.895938046657335,Continuous,NA
SIRD,bmi,min,20.173719675,Continuous,NA
SIRD,bmi,max,59.33303582295427,Continuous,NA
