subtype,variable,est,value,type,group
MARD,hdlc,missing,3,Continuous,NA
MARD,insulinf,mean,20.526524547803618,Continuous,NA
MARD,insulinf,sd,11.648753841656841,Continuous,NA
MARD,insulinf,median,18,Continuous,NA
MARD,insulinf,q25,13,Continuous,NA
MARD,insulinf,q75,25,Continuous,NA
MARD,insulinf,min,3,Continuous,NA
MARD,insulinf,max,100,Continuous,NA
MARD,insulinf,freq,387,Continuous,NA
MARD,insulinf,missing,69,Continuous,NA
MARD,glucosef,mean,105.35384615384615,Continuous,NA
MARD,glucosef,sd,9.742503134877987,Continuous,NA
MARD,glucosef,median,105,Continuous,NA
MARD,glucosef,q25,99,Continuous,NA
MARD,glucosef,q75,112,Continuous,NA
MARD,glucosef,min,74,Continuous,NA
MARD,glucosef,max,136,Continuous,NA
MARD,glucosef,freq,455,Continuous,NA
MARD,glucosef,missing,1,Continuous,NA
MARD,egfr_ckdepi_2021,mean,89.75682400021354,Continuous,NA
MARD,egfr_ckdepi_2021,sd,15.21379386384291,Continuous,NA
MARD,egfr_ckdepi_2021,median,91.39683648165493,Continuous,NA
MARD,egfr_ckdepi_2021,q25,80.70696426734294,Continuous,NA
MARD,egfr_ckdepi_2021,q75,100.85659755503126,Continuous,NA
MARD,egfr_ckdepi_2021,min,27.352582847205504,Continuous,NA
MARD,egfr_ckdepi_2021,max,122.72364513991273,Continuous,NA
MARD,egfr_ckdepi_2021,freq,388,Continuous,NA
MARD,egfr_ckdepi_2021,missing,68,Continuous,NA
MARD,tgl,mean,144.77041942604856,Continuous,NA
MARD,tgl,sd,68.45640243657422,Continuous,NA
MARD,tgl,median,130,Continuous,NA
MARD,tgl,q25,91,Continuous,NA
MARD,tgl,q75,184,Continuous,NA
MARD,tgl,min,30,Continuous,NA
MARD,tgl,max,300,Continuous,NA
MARD,tgl,freq,453,Continuous,NA
MARD,tgl,missing,3,Continuous,NA
MARD,tg_hdl,mean,3.3067250266589805,Continuous,NA
MARD,tg_hdl,sd,2.0577769150920733,Continuous,NA
MARD,tg_hdl,median,2.702127659574468,Continuous,NA
MARD,tg_hdl,q25,1.7777777777777777,Continuous,NA
MARD,tg_hdl,q75,4.2631578947368425,Continuous,NA
MARD,tg_hdl,min,0.44,Continuous,NA
MARD,tg_hdl,max,11.538461538461538,Continuous,NA
MARD,tg_hdl,freq,453,Continuous,NA
MARD,tg_hdl,missing,3,Continuous,NA
MARD,fu_time,mean,7.872461547704878,Continuous,NA
MARD,fu_time,sd,3.196868851651255,Continuous,NA
MARD,fu_time,median,7.9876712328767105,Continuous,NA
MARD,fu_time,q25,5.452054794520551,Continuous,NA
MARD,fu_time,q75,9.543150684931506,Continuous,NA
MARD,fu_time,min,1,Continuous,NA
MARD,fu_time,max,16.180821917808217,Continuous,NA
MARD,fu_time,freq,456,Continuous,NA
MARD,fu_time,missing,0,Continuous,NA
MARD,visit_number,mean,13.960526315789474,Continuous,NA
MARD,visit_number,sd,9.333772952272874,Continuous,NA
MARD,visit_number,median,13,Continuous,NA
MARD,visit_number,q25,4,Continuous,NA
MARD,visit_number,q75,21,Continuous,NA
MARD,visit_number,min,2,Continuous,NA
MARD,visit_number,max,35,Continuous,NA
MARD,visit_number,freq,456,Continuous,NA
MARD,visit_number,missing,0,Continuous,NA
MOD,age,mean,45.58117298578199,Continuous,NA
MOD,age,sd,6.526915615211751,Continuous,NA
MOD,age,median,47,Continuous,NA
MOD,age,q25,42,Continuous,NA
MOD,age,q75,50,Continuous,NA
MOD,age,min,26,Continuous,NA
MOD,age,max,63,Continuous,NA
MOD,age,freq,844,Continuous,NA
MOD,age,missing,0,Continuous,NA
MOD,dmagediag,mean,52.608998247094725,Continuous,NA
MOD,dmagediag,sd,6.9908957521297115,Continuous,NA
MOD,dmagediag,median,52.06849315068493,Continuous,NA
MOD,dmagediag,q25,47.83835616438356,Continuous,NA
MOD,dmagediag,q75,57.00342465753425,Continuous,NA
MOD,dmagediag,min,32,Continuous,NA
MOD,dmagediag,max,74.53972602739726,Continuous,NA
MOD,dmagediag,freq,844,Continuous,NA
MOD,dmagediag,missing,0,Continuous,NA
MOD,bmi,mean,35.696068872004616,Continuous,NA
MOD,bmi,sd,7.254486935701874,Continuous,NA
MOD,bmi,median,34.20669020708253,Continuous,NA
MOD,bmi,q25,30.92329683243453,Continuous,NA
MOD,bmi,q75,39.82609971701595,Continuous,NA
MOD,bmi,min,20.1570401402258,Continuous,NA
MOD,bmi,max,65,Continuous,NA
MOD,bmi,freq,216,Continuous,NA
MOD,bmi,missing,628,Continuous,NA
MOD,hba1c,mean,5.872748815165877,Continuous,NA
MOD,hba1c,sd,0.4604309997324341,Continuous,NA
MOD,hba1c,median,5.9,Continuous,NA
MOD,hba1c,q25,5.6,Continuous,NA
MOD,hba1c,q75,6.2,Continuous,NA
MOD,hba1c,min,4,Continuous,NA
MOD,hba1c,max,7.5,Continuous,NA
MOD,hba1c,freq,844,Continuous,NA
MOD,hba1c,missing,0,Continuous,NA
MOD,homa2b,mean,160.40954773869348,Continuous,NA
MOD,homa2b,sd,54.416508740747055,Continuous,NA
MOD,homa2b,median,152.5,Continuous,NA
MOD,homa2b,q25,120.69999999999999,Continuous,NA
MOD,homa2b,q75,191.85,Continuous,NA
MOD,homa2b,min,59.2,Continuous,NA
MOD,homa2b,max,300,Continuous,NA
MOD,homa2b,freq,199,Continuous,NA
MOD,homa2b,missing,645,Continuous,NA
MOD,homa2ir,mean,2.566035625685783,Continuous,NA
MOD,homa2ir,sd,1.250475663604547,Continuous,NA
MOD,homa2ir,median,2.3041474654377883,Continuous,NA
MOD,homa2ir,q25,1.7841340981289668,Continuous,NA
MOD,homa2ir,q75,3.1847133757961785,Continuous,NA
MOD,homa2ir,min,0.7363770250368188,Continuous,NA
MOD,homa2ir,max,7.299270072992701,Continuous,NA
MOD,homa2ir,freq,199,Continuous,NA
MOD,homa2ir,missing,645,Continuous,NA
MOD,sbp,mean,122.98309706790123,Continuous,NA
MOD,sbp,sd,15.832030947607175,Continuous,NA
MOD,sbp,median,121.9961,Continuous,NA
MOD,sbp,q25,112.956775,Continuous,NA
MOD,sbp,q75,132.082,Continuous,NA
MOD,sbp,min,74.33333333333333,Continuous,NA
MOD,sbp,max,187,Continuous,NA
MOD,sbp,freq,216,Continuous,NA
MOD,sbp,missing,628,Continuous,NA
MOD,dbp,mean,79.47788765432098,Continuous,NA
MOD,dbp,sd,12.047762723601783,Continuous,NA
MOD,dbp,median,78.68405,Continuous,NA
MOD,dbp,q25,71.33333333333333,Continuous,NA
MOD,dbp,q75,85.0089,Continuous,NA
MOD,dbp,min,53.333333333333336,Continuous,NA
MOD,dbp,max,130,Continuous,NA
MOD,dbp,freq,216,Continuous,NA
MOD,dbp,missing,628,Continuous,NA
MOD,ldlc,mean,125.24285714285715,Continuous,NA
MOD,ldlc,sd,33.59299364246601,Continuous,NA
MOD,ldlc,median,122.5,Continuous,NA
MOD,ldlc,q25,103,Continuous,NA
MOD,ldlc,q75,146,Continuous,NA
MOD,ldlc,min,30,Continuous,NA
MOD,ldlc,max,250,Continuous,NA
MOD,ldlc,freq,840,Continuous,NA
MOD,ldlc,missing,4,Continuous,NA
MOD,hdlc,mean,44.92152199762188,Continuous,NA
MOD,hdlc,sd,11.011185895425736,Continuous,NA
MOD,hdlc,median,43,Continuous,NA
MOD,hdlc,q25,37,Continuous,NA
MOD,hdlc,q75,51,Continuous,NA
MOD,hdlc,min,21,Continuous,NA
MOD,hdlc,max,100,Continuous,NA
MOD,hdlc,freq,841,Continuous,NA
MOD,hdlc,missing,3,Continuous,NA
MOD,insulinf,mean,27.524917372027407,Continuous,NA
MOD,insulinf,sd,13.734409397191671,Continuous,NA
MOD,insulinf,median,25,Continuous,NA
MOD,insulinf,q25,18,Continuous,NA
MOD,insulinf,q75,34,Continuous,NA
MOD,insulinf,min,3,Continuous,NA
MOD,insulinf,max,100,Continuous,NA
MOD,insulinf,freq,827,Continuous,NA
MOD,insulinf,missing,17,Continuous,NA
MOD,glucosef,mean,104.9346016646849,Continuous,NA
MOD,glucosef,sd,9.65101790162927,Continuous,NA
MOD,glucosef,median,105,Continuous,NA
MOD,glucosef,q25,99,Continuous,NA
MOD,glucosef,q75,112,Continuous,NA
MOD,glucosef,min,70,Continuous,NA
MOD,glucosef,max,133,Continuous,NA
MOD,glucosef,freq,841,Continuous,NA
MOD,glucosef,missing,3,Continuous,NA
MOD,egfr_ckdepi_2021,mean,98.58660684688252,Continuous,NA
MOD,egfr_ckdepi_2021,sd,16.128118595053966,Continuous,NA
MOD,egfr_ckdepi_2021,median,101.42395986655644,Continuous,NA
MOD,egfr_ckdepi_2021,q25,88.47284104742081,Continuous,NA
MOD,egfr_ckdepi_2021,q75,110.86579598179011,Continuous,NA
MOD,egfr_ckdepi_2021,min,45.96799174485051,Continuous,NA
MOD,egfr_ckdepi_2021,max,140.02770833499636,Continuous,NA
MOD,egfr_ckdepi_2021,freq,829,Continuous,NA
MOD,egfr_ckdepi_2021,missing,15,Continuous,NA
MOD,tgl,mean,144.41379310344828,Continuous,NA
MOD,tgl,sd,68.94853152896006,Continuous,NA
MOD,tgl,median,130,Continuous,NA
MOD,tgl,q25,90,Continuous,NA
MOD,tgl,q75,186,Continuous,NA
MOD,tgl,min,31,Continuous,NA
MOD,tgl,max,300,Continuous,NA
MOD,tgl,freq,841,Continuous,NA
MOD,tgl,missing,3,Continuous,NA
MOD,tg_hdl,mean,3.54167497315221,Continuous,NA
MOD,tg_hdl,sd,2.2039374672831022,Continuous,NA
MOD,tg_hdl,median,2.967032967032967,Continuous,NA
MOD,tg_hdl,q25,1.9076923076923078,Continuous,NA
MOD,tg_hdl,q75,4.6875,Continuous,NA
MOD,tg_hdl,min,0.45588235294117646,Continuous,NA
MOD,tg_hdl,max,13.904761904761905,Continuous,NA
MOD,tg_hdl,freq,841,Continuous,NA
MOD,tg_hdl,missing,3,Continuous,NA
MOD,fu_time,mean,7.037303934298514,Continuous,NA
MOD,fu_time,sd,3.160258340973081,Continuous,NA
MOD,fu_time,median,6.271232876712329,Continuous,NA
MOD,fu_time,q25,4.525342465753424,Continuous,NA
MOD,fu_time,q75,9.022602739726027,Continuous,NA
MOD,fu_time,min,1.9890410958904141,Continuous,NA
MOD,fu_time,max,16.02191780821918,Continuous,NA
MOD,fu_time,freq,844,Continuous,NA
MOD,fu_time,missing,0,Continuous,NA
MOD,visit_number,mean,12.876777251184834,Continuous,NA
MOD,visit_number,sd,8.433339534184622,Continuous,NA
MOD,visit_number,median,12,Continuous,NA
MOD,visit_number,q25,4,Continuous,NA
MOD,visit_number,q75,19,Continuous,NA
MOD,visit_number,min,2,Continuous,NA
MOD,visit_number,max,36,Continuous,NA
MOD,visit_number,freq,844,Continuous,NA
MOD,visit_number,missing,0,Continuous,NA
NOT2D,age,mean,53.27619995056846,Continuous,NA
NOT2D,age,sd,11.098896343469024,Continuous,NA
NOT2D,age,median,51,Continuous,NA
NOT2D,age,q25,46,Continuous,NA
NOT2D,age,q75,61,Continuous,NA
NOT2D,age,min,20,Continuous,NA
NOT2D,age,max,86,Continuous,NA
NOT2D,age,freq,8092,Continuous,NA
NOT2D,age,missing,0,Continuous,NA
NOT2D,dmagediag,mean,NA,Continuous,NA
NOT2D,dmagediag,sd,NA,Continuous,NA
NOT2D,dmagediag,median,NA,Continuous,NA
NOT2D,dmagediag,q25,NA,Continuous,NA
NOT2D,dmagediag,q75,NA,Continuous,NA
NOT2D,dmagediag,min,Inf,Continuous,NA
NOT2D,dmagediag,max,-Inf,Continuous,NA
NOT2D,dmagediag,freq,0,Continuous,NA
NOT2D,dmagediag,missing,8092,Continuous,NA
NOT2D,bmi,mean,28.421179130787472,Continuous,NA
NOT2D,bmi,sd,5.834793994854237,Continuous,NA
NOT2D,bmi,median,27.416873148,Continuous,NA
NOT2D,bmi,q25,24.3885643456405,Continuous,NA
NOT2D,bmi,q75,31.249999999999993,Continuous,NA
NOT2D,bmi,min,16.485975677,Continuous,NA
NOT2D,bmi,max,65,Continuous,NA
NOT2D,bmi,freq,6813,Continuous,NA
NOT2D,bmi,missing,1279,Continuous,NA
NOT2D,hba1c,mean,5.396799307958477,Continuous,NA
NOT2D,hba1c,sd,0.39218151490705777,Continuous,NA
NOT2D,hba1c,median,5.4,Continuous,NA
NOT2D,hba1c,q25,5.2,Continuous,NA
NOT2D,hba1c,q75,5.7,Continuous,NA
NOT2D,hba1c,min,4,Continuous,NA
NOT2D,hba1c,max,6.4,Continuous,NA
NOT2D,hba1c,freq,8092,Continuous,NA
NOT2D,hba1c,missing,0,Continuous,NA
NOT2D,homa2b,mean,123.4205068453248,Continuous,NA
NOT2D,homa2b,sd,42.16970942354922,Continuous,NA
NOT2D,homa2b,median,117,Continuous,NA
NOT2D,homa2b,q25,94.5,Continuous,NA
NOT2D,homa2b,q75,144.6,Continuous,NA
NOT2D,homa2b,min,40,Continuous,NA
NOT2D,homa2b,max,300,Continuous,NA
NOT2D,homa2b,freq,3433,Continuous,NA
NOT2D,homa2b,missing,4659,Continuous,NA
NOT2D,homa2ir,mean,1.5052513884508942,Continuous,NA
NOT2D,homa2ir,sd,0.7904742545052383,Continuous,NA
NOT2D,homa2ir,median,1.326259946949602,Continuous,NA
NOT2D,homa2ir,q25,0.975609756097561,Continuous,NA
NOT2D,homa2ir,q75,1.8248175182481752,Continuous,NA
NOT2D,homa2ir,min,0.3469812630117974,Continuous,NA
NOT2D,homa2ir,max,7.299270072992701,Continuous,NA
NOT2D,homa2ir,freq,3433,Continuous,NA
NOT2D,homa2ir,missing,4659,Continuous,NA
NOT2D,sbp,mean,118.12393528059103,Continuous,NA
NOT2D,sbp,sd,18.295932682862386,Continuous,NA
NOT2D,sbp,median,116.66666666666667,Continuous,NA
NOT2D,sbp,q25,106.4088,Continuous,NA
NOT2D,sbp,q75,128.33333333333334,Continuous,NA
NOT2D,sbp,min,70,Continuous,NA
NOT2D,sbp,max,213.33333333333334,Continuous,NA
NOT2D,sbp,freq,6813,Continuous,NA
NOT2D,sbp,missing,1279,Continuous,NA
NOT2D,dbp,mean,72.94345593228631,Continuous,NA
NOT2D,dbp,sd,12.245399468743614,Continuous,NA
NOT2D,dbp,median,71.7273,Continuous,NA
NOT2D,dbp,q25,65.0865,Continuous,NA
NOT2D,dbp,q75,79,Continuous,NA
NOT2D,dbp,min,42,Continuous,NA
NOT2D,dbp,max,130,Continuous,NA
NOT2D,dbp,freq,6813,Continuous,NA
NOT2D,dbp,missing,1279,Continuous,NA
NOT2D,ldlc,mean,116.75828021497313,Continuous,NA
NOT2D,ldlc,sd,32.19357954999676,Continuous,NA
NOT2D,ldlc,median,115,Continuous,NA
NOT2D,ldlc,q25,94,Continuous,NA
NOT2D,ldlc,q75,137,Continuous,NA
NOT2D,ldlc,min,30,Continuous,NA
NOT2D,ldlc,max,250,Continuous,NA
NOT2D,ldlc,freq,8001,Continuous,NA
NOT2D,ldlc,missing,91,Continuous,NA
NOT2D,hdlc,mean,52.945529163039424,Continuous,NA
NOT2D,hdlc,sd,15.087094340642903,Continuous,NA
NOT2D,hdlc,median,51,Continuous,NA
NOT2D,hdlc,q25,42,Continuous,NA
NOT2D,hdlc,q75,61,Continuous,NA
NOT2D,hdlc,min,15,Continuous,NA
NOT2D,hdlc,max,100,Continuous,NA
NOT2D,hdlc,freq,8041,Continuous,NA
NOT2D,hdlc,missing,51,Continuous,NA
NOT2D,insulinf,mean,16.425136646842255,Continuous,NA
NOT2D,insulinf,sd,10.566073821100133,Continuous,NA
NOT2D,insulinf,median,13.33,Continuous,NA
NOT2D,insulinf,q25,9.469999999999999,Continuous,NA
NOT2D,insulinf,q75,20.085,Continuous,NA
NOT2D,insulinf,min,2,Continuous,NA
NOT2D,insulinf,max,100,Continuous,NA
NOT2D,insulinf,freq,4708,Continuous,NA
NOT2D,insulinf,missing,3384,Continuous,NA
NOT2D,glucosef,mean,92.50895299676698,Continuous,NA
NOT2D,glucosef,sd,9.566010821521273,Continuous,NA
NOT2D,glucosef,median,92,Continuous,NA
NOT2D,glucosef,q25,86,Continuous,NA
NOT2D,glucosef,q75,99,Continuous,NA
NOT2D,glucosef,min,50,Continuous,NA
NOT2D,glucosef,max,125,Continuous,NA
NOT2D,glucosef,freq,8042,Continuous,NA
NOT2D,glucosef,missing,50,Continuous,NA
NOT2D,egfr_ckdepi_2021,mean,92.67445848338524,Continuous,NA
NOT2D,egfr_ckdepi_2021,sd,16.128685075884942,Continuous,NA
NOT2D,egfr_ckdepi_2021,median,93.41830841115338,Continuous,NA
NOT2D,egfr_ckdepi_2021,q25,81.22082857935267,Continuous,NA
NOT2D,egfr_ckdepi_2021,q75,106.82832458323932,Continuous,NA
NOT2D,egfr_ckdepi_2021,min,4.068929475035552,Continuous,NA
NOT2D,egfr_ckdepi_2021,max,144.11533115023897,Continuous,NA
NOT2D,egfr_ckdepi_2021,freq,4760,Continuous,NA
NOT2D,egfr_ckdepi_2021,missing,3332,Continuous,NA
NOT2D,tgl,mean,115.64710271076846,Continuous,NA
NOT2D,tgl,sd,62.67214767703893,Continuous,NA
NOT2D,tgl,median,99,Continuous,NA
NOT2D,tgl,q25,69,Continuous,NA
NOT2D,tgl,q75,145,Continuous,NA
NOT2D,tgl,min,30,Continuous,NA
NOT2D,tgl,max,300,Continuous,NA
NOT2D,tgl,freq,8042,Continuous,NA
NOT2D,tgl,missing,50,Continuous,NA
NOT2D,tg_hdl,mean,2.5326128584649408,Continuous,NA
NOT2D,tg_hdl,sd,1.9362579532038167,Continuous,NA
NOT2D,tg_hdl,median,1.9444444444444444,Continuous,NA
NOT2D,tg_hdl,q25,1.2,Continuous,NA
NOT2D,tg_hdl,q75,3.2093023255813953,Continuous,NA
NOT2D,tg_hdl,min,0.3,Continuous,NA
NOT2D,tg_hdl,max,20,Continuous,NA
NOT2D,tg_hdl,freq,8041,Continuous,NA
NOT2D,tg_hdl,missing,51,Continuous,NA
NOT2D,fu_time,mean,7.923816114681166,Continuous,NA
NOT2D,fu_time,sd,2.798911903415731,Continuous,NA
NOT2D,fu_time,median,8,Continuous,NA
NOT2D,fu_time,q25,7,Continuous,NA
NOT2D,fu_time,q75,9,Continuous,NA
NOT2D,fu_time,min,0.45000000000000284,Continuous,NA
NOT2D,fu_time,max,17.010000000000005,Continuous,NA
NOT2D,fu_time,freq,8092,Continuous,NA
NOT2D,fu_time,missing,0,Continuous,NA
NOT2D,visit_number,mean,6.227137913989125,Continuous,NA
NOT2D,visit_number,sd,8.144266196025287,Continuous,NA
NOT2D,visit_number,median,4,Continuous,NA
NOT2D,visit_number,q25,3,Continuous,NA
NOT2D,visit_number,q75,4,Continuous,NA
NOT2D,visit_number,min,2,Continuous,NA
NOT2D,visit_number,max,38,Continuous,NA
NOT2D,visit_number,freq,8092,Continuous,NA
NOT2D,visit_number,missing,0,Continuous,NA
SIDD,age,mean,49.42857142857143,Continuous,NA
SIDD,age,sd,11.68864143621228,Continuous,NA
SIDD,age,median,46.5,Continuous,NA
SIDD,age,q25,40.75,Continuous,NA
SIDD,age,q75,57.25,Continuous,NA
SIDD,age,min,28,Continuous,NA
SIDD,age,max,80,Continuous,NA
SIDD,age,freq,28,Continuous,NA
SIDD,age,missing,0,Continuous,NA
SIDD,dmagediag,mean,56.94921722113503,Continuous,NA
SIDD,dmagediag,sd,11.546467432684345,Continuous,NA
SIDD,dmagediag,median,54.5,Continuous,NA
SIDD,dmagediag,q25,50.723287671232875,Continuous,NA
SIDD,dmagediag,q75,64.25,Continuous,NA
SIDD,dmagediag,min,35,Continuous,NA
SIDD,dmagediag,max,88,Continuous,NA
SIDD,dmagediag,freq,28,Continuous,NA
SIDD,dmagediag,missing,0,Continuous,NA
SIDD,bmi,mean,33.42750589983818,Continuous,NA
SIDD,bmi,sd,6.156222960611827,Continuous,NA
SIDD,bmi,median,33.503833930015745,Continuous,NA
SIDD,bmi,q25,28.134730446755952,Continuous,NA
SIDD,bmi,q75,37.189394193584455,Continuous,NA
SIDD,bmi,min,25.5331088664422,Continuous,NA
SIDD,bmi,max,47.02040816326531,Continuous,NA
SIDD,bmi,freq,24,Continuous,NA
SIDD,bmi,missing,4,Continuous,NA
SIDD,hba1c,mean,5.692857142857143,Continuous,NA
SIDD,hba1c,sd,0.5134693697298737,Continuous,NA
SIDD,hba1c,median,5.75,Continuous,NA
SIDD,hba1c,q25,5.475,Continuous,NA
SIDD,hba1c,q75,6.025,Continuous,NA
SIDD,hba1c,min,4.5,Continuous,NA
SIDD,hba1c,max,6.7,Continuous,NA
SIDD,hba1c,freq,28,Continuous,NA
SIDD,hba1c,missing,0,Continuous,NA
SIDD,homa2b,mean,148.6642857142857,Continuous,NA
SIDD,homa2b,sd,35.91161387335595,Continuous,NA
SIDD,homa2b,median,145.05,Continuous,NA
SIDD,homa2b,q25,119.99999999999999,Continuous,NA
SIDD,homa2b,q75,173.3,Continuous,NA
SIDD,homa2b,min,86,Continuous,NA
SIDD,homa2b,max,215.7,Continuous,NA
SIDD,homa2b,freq,14,Continuous,NA
SIDD,homa2b,missing,14,Continuous,NA
SIDD,homa2ir,mean,2.3445064929319934,Continuous,NA
SIDD,homa2ir,sd,1.0907140527589196,Continuous,NA
SIDD,homa2ir,median,2.1427424350180093,Continuous,NA
SIDD,homa2ir,q25,1.5078733639315312,Continuous,NA
SIDD,homa2ir,q75,2.589077589077589,Continuous,NA
SIDD,homa2ir,min,1.109877913429523,Continuous,NA
SIDD,homa2ir,max,4.9504950495049505,Continuous,NA
SIDD,homa2ir,freq,14,Continuous,NA
SIDD,homa2ir,missing,14,Continuous,NA
SIDD,sbp,mean,131.13213472222222,Continuous,NA
SIDD,sbp,sd,20.154203949974004,Continuous,NA
SIDD,sbp,median,125.5,Continuous,NA
SIDD,sbp,q25,118,Continuous,NA
SIDD,sbp,q75,143.89693333333335,Continuous,NA
SIDD,sbp,min,95.66666666666667,Continuous,NA
SIDD,sbp,max,182.5115,Continuous,NA
SIDD,sbp,freq,24,Continuous,NA
SIDD,sbp,missing,4,Continuous,NA
SIDD,dbp,mean,76.81839722222222,Continuous,NA
SIDD,dbp,sd,12.621198076650261,Continuous,NA
SIDD,dbp,median,79.61325,Continuous,NA
SIDD,dbp,q25,68.58333333333333,Continuous,NA
SIDD,dbp,q75,85.506675,Continuous,NA
SIDD,dbp,min,49.333333333333336,Continuous,NA
SIDD,dbp,max,95.8002,Continuous,NA
SIDD,dbp,freq,24,Continuous,NA
SIDD,dbp,missing,4,Continuous,NA
SIDD,ldlc,mean,113.25925925925925,Continuous,NA
SIDD,ldlc,sd,32.13025484420061,Continuous,NA
SIDD,ldlc,median,120,Continuous,NA
SIDD,ldlc,q25,97.5,Continuous,NA
SIDD,ldlc,q75,131,Continuous,NA
SIDD,ldlc,min,42,Continuous,NA
SIDD,ldlc,max,174,Continuous,NA
SIDD,ldlc,freq,27,Continuous,NA
SIDD,ldlc,missing,1,Continuous,NA
SIDD,hdlc,mean,42.67857142857143,Continuous,NA
SIDD,hdlc,sd,10.08869397056656,Continuous,NA
SIDD,hdlc,median,41,Continuous,NA
SIDD,hdlc,q25,34.75,Continuous,NA
SIDD,hdlc,q75,49,Continuous,NA
SIDD,hdlc,min,28,Continuous,NA
SIDD,hdlc,max,68,Continuous,NA
SIDD,hdlc,freq,28,Continuous,NA
SIDD,hdlc,missing,0,Continuous,NA
SIDD,insulinf,mean,24.81111111111111,Continuous,NA
SIDD,insulinf,sd,12.770808228552236,Continuous,NA
