subtype,variable,est,value,type,group
MOD,age,mean,49.48976068196558,Continuous,NA
MOD,age,sd,7.621387815196364,Continuous,NA
MOD,age,median,49.09,Continuous,NA
MOD,age,q25,44,Continuous,NA
MOD,age,q75,54.47,Continuous,NA
MOD,age,min,23,Continuous,NA
MOD,age,max,75,Continuous,NA
MOD,age,freq,9653,Continuous,NA
MOD,age,missing,0,Continuous,NA
MOD,dmagediag,mean,53.894615202314846,Continuous,NA
MOD,dmagediag,sd,7.1940459430384385,Continuous,NA
MOD,dmagediag,median,53.983561643835614,Continuous,NA
MOD,dmagediag,q25,48.97534246575343,Continuous,NA
MOD,dmagediag,q75,58.49041095890411,Continuous,NA
MOD,dmagediag,min,32,Continuous,NA
MOD,dmagediag,max,75,Continuous,NA
MOD,dmagediag,freq,9653,Continuous,NA
MOD,dmagediag,missing,0,Continuous,NA
MOD,bmi,mean,36.06845875365774,Continuous,NA
MOD,bmi,sd,6.7274770088973375,Continuous,NA
MOD,bmi,median,35.25494276795005,Continuous,NA
MOD,bmi,q25,31.253938248267165,Continuous,NA
MOD,bmi,q75,39.77470005015238,Continuous,NA
MOD,bmi,min,18.9812127987126,Continuous,NA
MOD,bmi,max,74.16105934390747,Continuous,NA
MOD,bmi,freq,9649,Continuous,NA
MOD,bmi,missing,4,Continuous,NA
MOD,hba1c,mean,5.9374861367837335,Continuous,NA
MOD,hba1c,sd,0.506419834251069,Continuous,NA
MOD,hba1c,median,5.9,Continuous,NA
MOD,hba1c,q25,5.6,Continuous,NA
MOD,hba1c,q75,6.2,Continuous,NA
MOD,hba1c,min,3.2,Continuous,NA
MOD,hba1c,max,8.2,Continuous,NA
MOD,hba1c,freq,5410,Continuous,NA
MOD,hba1c,missing,4243,Continuous,NA
MOD,homa2b,mean,145.77936245083833,Continuous,NA
MOD,homa2b,sd,48.08250542168714,Continuous,NA
MOD,homa2b,median,139.1,Continuous,NA
MOD,homa2b,q25,112.4,Continuous,NA
MOD,homa2b,q75,173.1,Continuous,NA
MOD,homa2b,min,25.6,Continuous,NA
MOD,homa2b,max,387.7,Continuous,NA
MOD,homa2b,freq,4831,Continuous,NA
MOD,homa2b,missing,4822,Continuous,NA
MOD,homa2ir,mean,3.1418951821126817,Continuous,NA
MOD,homa2ir,sd,1.5066685387793817,Continuous,NA
MOD,homa2ir,median,2.890173410404624,Continuous,NA
MOD,homa2ir,q25,2.028397565922921,Continuous,NA
MOD,homa2ir,q75,4,Continuous,NA
MOD,homa2ir,min,0.35752592062924565,Continuous,NA
MOD,homa2ir,max,8,Continuous,NA
MOD,homa2ir,freq,4831,Continuous,NA
MOD,homa2ir,missing,4822,Continuous,NA
MOD,sbp,mean,121.2210767523849,Continuous,NA
MOD,sbp,sd,14.83833766688553,Continuous,NA
MOD,sbp,median,120,Continuous,NA
MOD,sbp,q25,111,Continuous,NA
MOD,sbp,q75,130,Continuous,NA
MOD,sbp,min,52.666666666666664,Continuous,NA
MOD,sbp,max,213.66666666666666,Continuous,NA
MOD,sbp,freq,9644,Continuous,NA
MOD,sbp,missing,9,Continuous,NA
MOD,dbp,mean,77.62966845361538,Continuous,NA
MOD,dbp,sd,10.702114716971408,Continuous,NA
MOD,dbp,median,77,Continuous,NA
MOD,dbp,q25,70,Continuous,NA
MOD,dbp,q75,83,Continuous,NA
MOD,dbp,min,34,Continuous,NA
MOD,dbp,max,183.66666666666666,Continuous,NA
MOD,dbp,freq,9644,Continuous,NA
MOD,dbp,missing,9,Continuous,NA
MOD,ldlc,mean,119.580826109128,Continuous,NA
MOD,ldlc,sd,32.99500316919998,Continuous,NA
MOD,ldlc,median,117,Continuous,NA
MOD,ldlc,q25,97,Continuous,NA
MOD,ldlc,q75,140,Continuous,NA
MOD,ldlc,min,25,Continuous,NA
MOD,ldlc,max,292,Continuous,NA
MOD,ldlc,freq,5883,Continuous,NA
MOD,ldlc,missing,3770,Continuous,NA
MOD,hdlc,mean,45.5572156196944,Continuous,NA
MOD,hdlc,sd,11.92572828520958,Continuous,NA
MOD,hdlc,median,44,Continuous,NA
MOD,hdlc,q25,37,Continuous,NA
MOD,hdlc,q75,52,Continuous,NA
MOD,hdlc,min,8,Continuous,NA
MOD,hdlc,max,114,Continuous,NA
MOD,hdlc,freq,5890,Continuous,NA
MOD,hdlc,missing,3763,Continuous,NA
MOD,insulinf,mean,28.5034358155319,Continuous,NA
MOD,insulinf,sd,15.205953336084178,Continuous,NA
MOD,insulinf,median,25.7,Continuous,NA
MOD,insulinf,q25,18,Continuous,NA
MOD,insulinf,q75,36,Continuous,NA
MOD,insulinf,min,2.5,Continuous,NA
MOD,insulinf,max,182.6,Continuous,NA
MOD,insulinf,freq,5009,Continuous,NA
MOD,insulinf,missing,4644,Continuous,NA
MOD,glucosef,mean,108.52265797497634,Continuous,NA
MOD,glucosef,sd,12.687814547105612,Continuous,NA
MOD,glucosef,median,108,Continuous,NA
MOD,glucosef,q25,100,Continuous,NA
MOD,glucosef,q75,116,Continuous,NA
MOD,glucosef,min,56,Continuous,NA
MOD,glucosef,max,267,Continuous,NA
MOD,glucosef,freq,9511,Continuous,NA
MOD,glucosef,missing,142,Continuous,NA
MOD,egfr,mean,99.40561741360884,Continuous,NA
MOD,egfr,sd,21.00301228329228,Continuous,NA
MOD,egfr,median,98.07838007047087,Continuous,NA
MOD,egfr,q25,84.98941037250808,Continuous,NA
MOD,egfr,q75,111.875342257951,Continuous,NA
MOD,egfr,min,43.1829134348808,Continuous,NA
MOD,egfr,max,227.9262615199305,Continuous,NA
MOD,egfr,freq,454,Continuous,NA
MOD,egfr,missing,9199,Continuous,NA
MOD,tgl,mean,151.44898998472246,Continuous,NA
MOD,tgl,sd,153.78515288035126,Continuous,NA
MOD,tgl,median,128,Continuous,NA
MOD,tgl,q25,89,Continuous,NA
MOD,tgl,q75,182,Continuous,NA
MOD,tgl,min,14,Continuous,NA
MOD,tgl,max,7776,Continuous,NA
MOD,tgl,freq,5891,Continuous,NA
MOD,tgl,missing,3762,Continuous,NA
MOD,tg_hdl,mean,3.8168027631089605,Continuous,NA
MOD,tg_hdl,sd,8.269192522938017,Continuous,NA
MOD,tg_hdl,median,2.8947368421052633,Continuous,NA
MOD,tg_hdl,q25,1.8538802660753881,Continuous,NA
MOD,tg_hdl,q75,4.530255681818182,Continuous,NA
MOD,tg_hdl,min,0.3333333333333333,Continuous,NA
MOD,tg_hdl,max,555.4285714285714,Continuous,NA
MOD,tg_hdl,freq,5890,Continuous,NA
MOD,tg_hdl,missing,3763,Continuous,NA
NOT2D,age,mean,58.55730157620313,Continuous,NA
NOT2D,age,sd,12.50286207531396,Continuous,NA
NOT2D,age,median,58.98,Continuous,NA
NOT2D,age,q25,50.54,Continuous,NA
NOT2D,age,q75,67.45,Continuous,NA
NOT2D,age,min,18,Continuous,NA
NOT2D,age,max,95,Continuous,NA
NOT2D,age,freq,100114,Continuous,NA
NOT2D,age,missing,0,Continuous,NA
NOT2D,dmagediag,mean,NA,Continuous,NA
NOT2D,dmagediag,sd,NA,Continuous,NA
NOT2D,dmagediag,median,NA,Continuous,NA
NOT2D,dmagediag,q25,NA,Continuous,NA
NOT2D,dmagediag,q75,NA,Continuous,NA
NOT2D,dmagediag,min,Inf,Continuous,NA
NOT2D,dmagediag,max,-Inf,Continuous,NA
NOT2D,dmagediag,freq,0,Continuous,NA
NOT2D,dmagediag,missing,100114,Continuous,NA
NOT2D,bmi,mean,29.264668304305097,Continuous,NA
NOT2D,bmi,sd,6.229472538641452,Continuous,NA
NOT2D,bmi,median,28.2198561963161,Continuous,NA
NOT2D,bmi,q25,24.93265229234743,Continuous,NA
NOT2D,bmi,q75,32.455861679774436,Continuous,NA
NOT2D,bmi,min,13.304997285,Continuous,NA
NOT2D,bmi,max,93.48278262883056,Continuous,NA
NOT2D,bmi,freq,99571,Continuous,NA
NOT2D,bmi,missing,543,Continuous,NA
NOT2D,hba1c,mean,5.573160353277517,Continuous,NA
NOT2D,hba1c,sd,0.44518376540678867,Continuous,NA
NOT2D,hba1c,median,5.6,Continuous,NA
NOT2D,hba1c,q25,5.3,Continuous,NA
NOT2D,hba1c,q75,5.8,Continuous,NA
NOT2D,hba1c,min,3.2,Continuous,NA
NOT2D,hba1c,max,14.5,Continuous,NA
NOT2D,hba1c,freq,39176,Continuous,NA
NOT2D,hba1c,missing,60938,Continuous,NA
NOT2D,homa2b,mean,125.97419601837673,Continuous,NA
NOT2D,homa2b,sd,62.56017485604533,Continuous,NA
NOT2D,homa2b,median,111.1,Continuous,NA
NOT2D,homa2b,q25,83.2,Continuous,NA
NOT2D,homa2b,q75,151.5,Continuous,NA
NOT2D,homa2b,min,6.8,Continuous,NA
NOT2D,homa2b,max,642.4,Continuous,NA
NOT2D,homa2b,freq,52240,Continuous,NA
NOT2D,homa2b,missing,47874,Continuous,NA
NOT2D,homa2ir,mean,1.9455693847316289,Continuous,NA
NOT2D,homa2ir,sd,1.474022604540253,Continuous,NA
NOT2D,homa2ir,median,1.4771048744460855,Continuous,NA
NOT2D,homa2ir,q25,0.9319664492078286,Continuous,NA
NOT2D,homa2ir,q75,2.4691358024691357,Continuous,NA
NOT2D,homa2ir,min,0.3237293622531564,Continuous,NA
NOT2D,homa2ir,max,15.625,Continuous,NA
NOT2D,homa2ir,freq,52240,Continuous,NA
NOT2D,homa2ir,missing,47874,Continuous,NA
NOT2D,sbp,mean,124.9189279641161,Continuous,NA
NOT2D,sbp,sd,21.873853308100454,Continuous,NA
NOT2D,sbp,median,122.66666666666667,Continuous,NA
NOT2D,sbp,q25,111,Continuous,NA
NOT2D,sbp,q75,137.66666666666666,Continuous,NA
NOT2D,sbp,min,41.666666666666664,Continuous,NA
NOT2D,sbp,max,284,Continuous,NA
NOT2D,sbp,freq,99729,Continuous,NA
NOT2D,sbp,missing,385,Continuous,NA
NOT2D,dbp,mean,77.96979811455712,Continuous,NA
NOT2D,dbp,sd,15.541234253970728,Continuous,NA
NOT2D,dbp,median,75.33333333333333,Continuous,NA
NOT2D,dbp,q25,67.66666666666667,Continuous,NA
NOT2D,dbp,q75,86,Continuous,NA
NOT2D,dbp,min,0,Continuous,NA
NOT2D,dbp,max,207.66666666666666,Continuous,NA
NOT2D,dbp,freq,99729,Continuous,NA
NOT2D,dbp,missing,385,Continuous,NA
NOT2D,ldlc,mean,117.58635443461039,Continuous,NA
NOT2D,ldlc,sd,34.322013239945505,Continuous,NA
NOT2D,ldlc,median,115,Continuous,NA
NOT2D,ldlc,q25,94,Continuous,NA
NOT2D,ldlc,q75,138,Continuous,NA
NOT2D,ldlc,min,0,Continuous,NA
NOT2D,ldlc,max,504.6,Continuous,NA
NOT2D,ldlc,freq,80785,Continuous,NA
NOT2D,ldlc,missing,19329,Continuous,NA
NOT2D,hdlc,mean,50.97928039726755,Continuous,NA
NOT2D,hdlc,sd,18.19333948247166,Continuous,NA
NOT2D,hdlc,median,50,Continuous,NA
NOT2D,hdlc,q25,40,Continuous,NA
NOT2D,hdlc,q75,61,Continuous,NA
NOT2D,hdlc,min,0,Continuous,NA
NOT2D,hdlc,max,197,Continuous,NA
NOT2D,hdlc,freq,80953,Continuous,NA
NOT2D,hdlc,missing,19161,Continuous,NA
NOT2D,insulinf,mean,18.185844385981948,Continuous,NA
NOT2D,insulinf,sd,18.229935750436304,Continuous,NA
NOT2D,insulinf,median,13,Continuous,NA
NOT2D,insulinf,q25,8.28,Continuous,NA
NOT2D,insulinf,q75,22,Continuous,NA
NOT2D,insulinf,min,0,Continuous,NA
NOT2D,insulinf,max,817,Continuous,NA
NOT2D,insulinf,freq,52265,Continuous,NA
NOT2D,insulinf,missing,47849,Continuous,NA
NOT2D,glucosef,mean,97.18257890920391,Continuous,NA
NOT2D,glucosef,sd,11.944923040947033,Continuous,NA
NOT2D,glucosef,median,97,Continuous,NA
NOT2D,glucosef,q25,90,Continuous,NA
NOT2D,glucosef,q75,104,Continuous,NA
NOT2D,glucosef,min,12,Continuous,NA
NOT2D,glucosef,max,413,Continuous,NA
NOT2D,glucosef,freq,96535,Continuous,NA
NOT2D,glucosef,missing,3579,Continuous,NA
NOT2D,egfr,mean,81.36841000314877,Continuous,NA
NOT2D,egfr,sd,21.279262761852625,Continuous,NA
NOT2D,egfr,median,80.438900628,Continuous,NA
NOT2D,egfr,q25,67.714296284,Continuous,NA
NOT2D,egfr,q75,94.82448845660221,Continuous,NA
NOT2D,egfr,min,3.0399989685,Continuous,NA
NOT2D,egfr,max,313.9806457937435,Continuous,NA
NOT2D,egfr,freq,24249,Continuous,NA
NOT2D,egfr,missing,75865,Continuous,NA
NOT2D,tgl,mean,119.51568852095498,Continuous,NA
NOT2D,tgl,sd,71.41552038728638,Continuous,NA
NOT2D,tgl,median,102,Continuous,NA
NOT2D,tgl,q25,73,Continuous,NA
NOT2D,tgl,q75,146,Continuous,NA
NOT2D,tgl,min,11,Continuous,NA
NOT2D,tgl,max,1648,Continuous,NA
NOT2D,tgl,freq,81174,Continuous,NA
NOT2D,tgl,missing,18940,Continuous,NA
NOT2D,tg_hdl,mean,Inf,Continuous,NA
NOT2D,tg_hdl,sd,NA,Continuous,NA
NOT2D,tg_hdl,median,2.090909090909091,Continuous,NA
NOT2D,tg_hdl,q25,1.290909090909091,Continuous,NA
NOT2D,tg_hdl,q75,3.5217391304347827,Continuous,NA
NOT2D,tg_hdl,min,0.17567567567567569,Continuous,NA
NOT2D,tg_hdl,max,Inf,Continuous,NA
NOT2D,tg_hdl,freq,80952,Continuous,NA
NOT2D,tg_hdl,missing,19162,Continuous,NA
SIDD,age,mean,51.73881457925636,Continuous,NA
SIDD,age,sd,12.752938843933341,Continuous,NA
SIDD,age,median,49.54,Continuous,NA
SIDD,age,q25,43,Continuous,NA
SIDD,age,q75,61.25,Continuous,NA
SIDD,age,min,23,Continuous,NA
SIDD,age,max,88,Continuous,NA
SIDD,age,freq,280,Continuous,NA
SIDD,age,missing,0,Continuous,NA
SIDD,dmagediag,mean,57.62614481409002,Continuous,NA
SIDD,dmagediag,sd,11.396077312411483,Continuous,NA
SIDD,dmagediag,median,54,Continuous,NA
SIDD,dmagediag,q25,50.964383561643835,Continuous,NA
SIDD,dmagediag,q75,70,Continuous,NA
SIDD,dmagediag,min,35,Continuous,NA
SIDD,dmagediag,max,88,Continuous,NA
SIDD,dmagediag,freq,280,Continuous,NA
SIDD,dmagediag,missing,0,Continuous,NA
SIDD,bmi,mean,32.09172365748576,Continuous,NA
SIDD,bmi,sd,6.102668592460257,Continuous,NA
SIDD,bmi,median,31.054687499999993,Continuous,NA
SIDD,bmi,q25,27.806760747158265,Continuous,NA
SIDD,bmi,q75,35.83464764463265,Continuous,NA
SIDD,bmi,min,18.8671875,Continuous,NA
SIDD,bmi,max,54.900038514,Continuous,NA
SIDD,bmi,freq,279,Continuous,NA
SIDD,bmi,missing,1,Continuous,NA
SIDD,hba1c,mean,7.7818840579710145,Continuous,NA
SIDD,hba1c,sd,2.3675801655855127,Continuous,NA
SIDD,hba1c,median,8.1,Continuous,NA
SIDD,hba1c,q25,5.7,Continuous,NA
SIDD,hba1c,q75,9.3,Continuous,NA
SIDD,hba1c,min,4.5,Continuous,NA
SIDD,hba1c,max,17.2,Continuous,NA
SIDD,hba1c,freq,138,Continuous,NA
SIDD,hba1c,missing,142,Continuous,NA
SIDD,homa2b,mean,112.15862068965517,Continuous,NA
SIDD,homa2b,sd,59.37071552264063,Continuous,NA
SIDD,homa2b,median,111.35,Continuous,NA
SIDD,homa2b,q25,71.44999999999999,Continuous,NA
SIDD,homa2b,q75,150.22500000000002,Continuous,NA
SIDD,homa2b,min,3.6,Continuous,NA
SIDD,homa2b,max,273.6,Continuous,NA
SIDD,homa2b,freq,174,Continuous,NA
SIDD,homa2b,missing,106,Continuous,NA
SIDD,homa2ir,mean,2.6895654046407214,Continuous,NA
SIDD,homa2ir,sd,1.9761855063494678,Continuous,NA
SIDD,homa2ir,median,2.1763017552501207,Continuous,NA
SIDD,homa2ir,q25,1.4306505034037131,Continuous,NA
SIDD,homa2ir,q75,3.1201475155279503,Continuous,NA
SIDD,homa2ir,min,0.3656307129798903,Continuous,NA
SIDD,homa2ir,max,12.048192771084336,Continuous,NA
SIDD,homa2ir,freq,174,Continuous,NA
SIDD,homa2ir,missing,106,Continuous,NA
SIDD,sbp,mean,125.75414952380953,Continuous,NA
SIDD,sbp,sd,19.60193510605255,Continuous,NA
SIDD,sbp,median,124,Continuous,NA
SIDD,sbp,q25,113.936,Continuous,NA
SIDD,sbp,q75,138,Continuous,NA
SIDD,sbp,min,55.666666666666664,Continuous,NA
SIDD,sbp,max,218,Continuous,NA
SIDD,sbp,freq,280,Continuous,NA
SIDD,sbp,missing,0,Continuous,NA
SIDD,dbp,mean,79.77527119047619,Continuous,NA
SIDD,dbp,sd,15.174211471466185,Continuous,NA
SIDD,dbp,median,79.1982,Continuous,NA
SIDD,dbp,q25,70.33333333333333,Continuous,NA
SIDD,dbp,q75,87,Continuous,NA
SIDD,dbp,min,49.333333333333336,Continuous,NA
SIDD,dbp,max,133.33333333333334,Continuous,NA
SIDD,dbp,freq,280,Continuous,NA
SIDD,dbp,missing,0,Continuous,NA
SIDD,ldlc,mean,113.40517241379311,Continuous,NA
SIDD,ldlc,sd,36.97875333537548,Continuous,NA
SIDD,ldlc,median,113,Continuous,NA
SIDD,ldlc,q25,88,Continuous,NA
SIDD,ldlc,q75,135,Continuous,NA
SIDD,ldlc,min,24,Continuous,NA
SIDD,ldlc,max,244,Continuous,NA
SIDD,ldlc,freq,232,Continuous,NA
SIDD,ldlc,missing,48,Continuous,NA
SIDD,hdlc,mean,43.41596638655462,Continuous,NA
SIDD,hdlc,sd,11.539661807513111,Continuous,NA
SIDD,hdlc,median,41,Continuous,NA
SIDD,hdlc,q25,36,Continuous,NA
SIDD,hdlc,q75,49.75,Continuous,NA
SIDD,hdlc,min,21,Continuous,NA
SIDD,hdlc,max,99,Continuous,NA
SIDD,hdlc,freq,238,Continuous,NA
SIDD,hdlc,missing,42,Continuous,NA
SIDD,insulinf,mean,23.22897727272727,Continuous,NA
SIDD,insulinf,sd,18.82386343445107,Continuous,NA
SIDD,insulinf,median,18.0975,Continuous,NA
SIDD,insulinf,q25,12.365,Continuous,NA
SIDD,insulinf,q75,26.665,Continuous,NA
SIDD,insulinf,min,0.2,Continuous,NA
SIDD,insulinf,max,138,Continuous,NA
SIDD,insulinf,freq,176,Continuous,NA
SIDD,insulinf,missing,104,Continuous,NA
SIDD,glucosef,mean,128.35471698113207,Continuous,NA
SIDD,glucosef,sd,56.899720954599275,Continuous,NA
SIDD,glucosef,median,105,Continuous,NA
SIDD,glucosef,q25,97,Continuous,NA
SIDD,glucosef,q75,125,Continuous,NA
SIDD,glucosef,min,71,Continuous,NA
SIDD,glucosef,max,366,Continuous,NA
SIDD,glucosef,freq,265,Continuous,NA
SIDD,glucosef,missing,15,Continuous,NA
SIDD,egfr,mean,93.69324045242112,Continuous,NA
SIDD,egfr,sd,27.587607355741266,Continuous,NA
SIDD,egfr,median,88.84492754676981,Continuous,NA
SIDD,egfr,q25,79.998735548,Continuous,NA
SIDD,egfr,q75,103.87925093476763,Continuous,NA
SIDD,egfr,min,33.570256544,Continuous,NA
SIDD,egfr,max,178.572211618826,Continuous,NA
SIDD,egfr,freq,70,Continuous,NA
SIDD,egfr,missing,210,Continuous,NA
SIDD,tgl,mean,167.8613445378151,Continuous,NA
SIDD,tgl,sd,121.0412703682583,Continuous,NA
SIDD,tgl,median,135.5,Continuous,NA
SIDD,tgl,q25,95,Continuous,NA
SIDD,tgl,q75,203.75,Continuous,NA
SIDD,tgl,min,35,Continuous,NA
SIDD,tgl,max,1122,Continuous,NA
SIDD,tgl,freq,238,Continuous,NA
SIDD,tgl,missing,42,Continuous,NA
SIDD,tg_hdl,mean,4.471776391283988,Continuous,NA
SIDD,tg_hdl,sd,4.16580168327138,Continuous,NA
SIDD,tg_hdl,median,3.1650815217391304,Continuous,NA
SIDD,tg_hdl,q25,2.025957446808511,Continuous,NA
SIDD,tg_hdl,q75,5.320772058823529,Continuous,NA
SIDD,tg_hdl,min,0.5,Continuous,NA
SIDD,tg_hdl,max,30.324324324324323,Continuous,NA
SIDD,tg_hdl,freq,238,Continuous,NA
SIDD,tg_hdl,missing,42,Continuous,NA
SIRD,age,mean,60.427618631472896,Continuous,NA
SIRD,age,sd,9.613980055286024,Continuous,NA
SIRD,age,median,60,Continuous,NA
SIRD,age,q25,53.97,Continuous,NA
SIRD,age,q75,67,Continuous,NA
SIRD,age,min,34,Continuous,NA
SIRD,age,max,90,Continuous,NA
SIRD,age,freq,2461,Continuous,NA
SIRD,age,missing,0,Continuous,NA
SIRD,dmagediag,mean,64.95627793579845,Continuous,NA
SIRD,dmagediag,sd,9.299654927428753,Continuous,NA
SIRD,dmagediag,median,64.12054794520549,Continuous,NA
SIRD,dmagediag,q25,58.99178082191781,Continuous,NA
SIRD,dmagediag,q75,71,Continuous,NA
SIRD,dmagediag,min,40.032876712328765,Continuous,NA
SIRD,dmagediag,max,90,Continuous,NA
SIRD,dmagediag,freq,2461,Continuous,NA
SIRD,dmagediag,missing,0,Continuous,NA
SIRD,bmi,mean,33.0006790099052,Continuous,NA
