subtype,variable,est,value,type,group
MARD,homa2ir,q25,1.4005602240896358,Continuous,NA
MARD,homa2ir,q75,2.985074626865672,Continuous,NA
MARD,homa2ir,min,0.37064492216456635,Continuous,NA
MARD,homa2ir,max,7.575757575757576,Continuous,NA
MARD,homa2ir,freq,2638,Continuous,NA
MARD,homa2ir,missing,2949,Continuous,NA
MARD,sbp,mean,124.74557814589303,Continuous,NA
MARD,sbp,sd,15.922283829835155,Continuous,NA
MARD,sbp,median,123,Continuous,NA
MARD,sbp,q25,113,Continuous,NA
MARD,sbp,q75,134,Continuous,NA
MARD,sbp,min,76,Continuous,NA
MARD,sbp,max,210,Continuous,NA
MARD,sbp,freq,5584,Continuous,NA
MARD,sbp,missing,3,Continuous,NA
MARD,dbp,mean,74.12372625828408,Continuous,NA
MARD,dbp,sd,9.003352703787165,Continuous,NA
MARD,dbp,median,74,Continuous,NA
MARD,dbp,q25,69,Continuous,NA
MARD,dbp,q75,80,Continuous,NA
MARD,dbp,min,41,Continuous,NA
MARD,dbp,max,110,Continuous,NA
MARD,dbp,freq,5583,Continuous,NA
MARD,dbp,missing,4,Continuous,NA
MARD,ldlc,mean,117.22832722832723,Continuous,NA
MARD,ldlc,sd,32.934815154051115,Continuous,NA
MARD,ldlc,median,115,Continuous,NA
MARD,ldlc,q25,94,Continuous,NA
MARD,ldlc,q75,138,Continuous,NA
MARD,ldlc,min,26,Continuous,NA
MARD,ldlc,max,244,Continuous,NA
MARD,ldlc,freq,3276,Continuous,NA
MARD,ldlc,missing,2311,Continuous,NA
MARD,hdlc,mean,50.55636806825107,Continuous,NA
MARD,hdlc,sd,13.425469840837364,Continuous,NA
MARD,hdlc,median,49,Continuous,NA
MARD,hdlc,q25,41,Continuous,NA
MARD,hdlc,q75,58,Continuous,NA
MARD,hdlc,min,16,Continuous,NA
MARD,hdlc,max,132,Continuous,NA
MARD,hdlc,freq,3282,Continuous,NA
MARD,hdlc,missing,2305,Continuous,NA
MARD,insulinf,mean,20.51143534106497,Continuous,NA
MARD,insulinf,sd,12.1536571926351,Continuous,NA
MARD,insulinf,median,18,Continuous,NA
MARD,insulinf,q25,12,Continuous,NA
MARD,insulinf,q75,26,Continuous,NA
MARD,insulinf,min,2.5,Continuous,NA
MARD,insulinf,max,135.8,Continuous,NA
MARD,insulinf,freq,2673,Continuous,NA
MARD,insulinf,missing,2914,Continuous,NA
MARD,glucosef,mean,107.74329191428058,Continuous,NA
MARD,glucosef,sd,11.396013009131218,Continuous,NA
MARD,glucosef,median,107,Continuous,NA
MARD,glucosef,q25,100,Continuous,NA
MARD,glucosef,q75,115,Continuous,NA
MARD,glucosef,min,72,Continuous,NA
MARD,glucosef,max,234,Continuous,NA
MARD,glucosef,freq,5553,Continuous,NA
MARD,glucosef,missing,34,Continuous,NA
MARD,egfr,mean,77.53444207873942,Continuous,NA
MARD,egfr,sd,18.0915581010066,Continuous,NA
MARD,egfr,median,75.989393849,Continuous,NA
MARD,egfr,q25,66.504279727,Continuous,NA
MARD,egfr,q75,86.73873195155537,Continuous,NA
MARD,egfr,min,17.896819674,Continuous,NA
MARD,egfr,max,147.44917783246146,Continuous,NA
MARD,egfr,freq,281,Continuous,NA
MARD,egfr,missing,5306,Continuous,NA
MARD,tgl,mean,135.2279098110908,Continuous,NA
MARD,tgl,sd,74.00774592165291,Continuous,NA
MARD,tgl,median,119,Continuous,NA
MARD,tgl,q25,86,Continuous,NA
MARD,tgl,q75,164,Continuous,NA
MARD,tgl,min,25,Continuous,NA
MARD,tgl,max,953,Continuous,NA
MARD,tgl,freq,3282,Continuous,NA
MARD,tgl,missing,2305,Continuous,NA
MARD,tg_hdl,mean,3.027710442883781,Continuous,NA
MARD,tg_hdl,sd,2.3272022995000166,Continuous,NA
MARD,tg_hdl,median,2.3854895104895104,Continuous,NA
MARD,tg_hdl,q25,1.5783305921052633,Continuous,NA
MARD,tg_hdl,q75,3.688888888888889,Continuous,NA
MARD,tg_hdl,min,0.3333333333333333,Continuous,NA
MARD,tg_hdl,max,28.87878787878788,Continuous,NA
MARD,tg_hdl,freq,3282,Continuous,NA
MARD,tg_hdl,missing,2305,Continuous,NA
MOD,age,mean,50.083757167620305,Continuous,NA
MOD,age,sd,7.116284200224607,Continuous,NA
MOD,age,median,49.53,Continuous,NA
MOD,age,q25,44.52,Continuous,NA
MOD,age,q75,54.53,Continuous,NA
MOD,age,min,26,Continuous,NA
MOD,age,max,74.53972602739726,Continuous,NA
MOD,age,freq,8930,Continuous,NA
MOD,age,missing,0,Continuous,NA
MOD,dmagediag,mean,54.23412477565233,Continuous,NA
MOD,dmagediag,sd,7.085785682424719,Continuous,NA
MOD,dmagediag,median,54.03835616438356,Continuous,NA
MOD,dmagediag,q25,49.04109589041096,Continuous,NA
MOD,dmagediag,q75,58.99452054794521,Continuous,NA
MOD,dmagediag,min,32,Continuous,NA
MOD,dmagediag,max,74.53972602739726,Continuous,NA
MOD,dmagediag,freq,8930,Continuous,NA
MOD,dmagediag,missing,0,Continuous,NA
MOD,bmi,mean,36.22304450793141,Continuous,NA
MOD,bmi,sd,6.701441221861522,Continuous,NA
MOD,bmi,median,35.38218225874755,Continuous,NA
MOD,bmi,q25,31.41885616293531,Continuous,NA
MOD,bmi,q75,39.83392681507791,Continuous,NA
MOD,bmi,min,19.105325443786985,Continuous,NA
MOD,bmi,max,74.16105934390747,Continuous,NA
MOD,bmi,freq,8928,Continuous,NA
MOD,bmi,missing,2,Continuous,NA
MOD,hba1c,mean,5.921173718073699,Continuous,NA
MOD,hba1c,sd,0.4933252871746105,Continuous,NA
MOD,hba1c,median,5.9,Continuous,NA
MOD,hba1c,q25,5.6,Continuous,NA
MOD,hba1c,q75,6.2,Continuous,NA
MOD,hba1c,min,4,Continuous,NA
MOD,hba1c,max,8.2,Continuous,NA
MOD,hba1c,freq,5129,Continuous,NA
MOD,hba1c,missing,3801,Continuous,NA
MOD,homa2b,mean,146.4562962962963,Continuous,NA
MOD,homa2b,sd,47.15730357279089,Continuous,NA
MOD,homa2b,median,140.1,Continuous,NA
MOD,homa2b,q25,113.7,Continuous,NA
MOD,homa2b,q75,174.3,Continuous,NA
MOD,homa2b,min,25.6,Continuous,NA
MOD,homa2b,max,387.7,Continuous,NA
MOD,homa2b,freq,4185,Continuous,NA
MOD,homa2b,missing,4745,Continuous,NA
MOD,homa2ir,mean,3.246018760574637,Continuous,NA
MOD,homa2ir,sd,1.5013664351285922,Continuous,NA
MOD,homa2ir,median,3.012048192771084,Continuous,NA
MOD,homa2ir,q25,2.141327623126338,Continuous,NA
MOD,homa2ir,q75,4.0983606557377055,Continuous,NA
MOD,homa2ir,min,0.35752592062924565,Continuous,NA
MOD,homa2ir,max,8,Continuous,NA
MOD,homa2ir,freq,4185,Continuous,NA
MOD,homa2ir,missing,4745,Continuous,NA
MOD,sbp,mean,121.67110161790532,Continuous,NA
MOD,sbp,sd,14.035988131068196,Continuous,NA
MOD,sbp,median,120,Continuous,NA
MOD,sbp,q25,112,Continuous,NA
MOD,sbp,q75,130,Continuous,NA
MOD,sbp,min,80,Continuous,NA
MOD,sbp,max,213.66666666666666,Continuous,NA
MOD,sbp,freq,8921,Continuous,NA
MOD,sbp,missing,9,Continuous,NA
MOD,dbp,mean,77.09924401972873,Continuous,NA
MOD,dbp,sd,9.130157691107746,Continuous,NA
MOD,dbp,median,77,Continuous,NA
MOD,dbp,q25,70,Continuous,NA
MOD,dbp,q75,83,Continuous,NA
MOD,dbp,min,34,Continuous,NA
MOD,dbp,max,122.3634,Continuous,NA
MOD,dbp,freq,8921,Continuous,NA
MOD,dbp,missing,9,Continuous,NA
MOD,ldlc,mean,120.18600154679041,Continuous,NA
MOD,ldlc,sd,32.53002441139202,Continuous,NA
MOD,ldlc,median,118,Continuous,NA
MOD,ldlc,q25,98,Continuous,NA
MOD,ldlc,q75,141,Continuous,NA
MOD,ldlc,min,25,Continuous,NA
MOD,ldlc,max,279,Continuous,NA
MOD,ldlc,freq,5172,Continuous,NA
MOD,ldlc,missing,3758,Continuous,NA
MOD,hdlc,mean,45.65403942790878,Continuous,NA
MOD,hdlc,sd,11.931345025548664,Continuous,NA
MOD,hdlc,median,44,Continuous,NA
MOD,hdlc,q25,37,Continuous,NA
MOD,hdlc,q75,52,Continuous,NA
MOD,hdlc,min,8,Continuous,NA
MOD,hdlc,max,114,Continuous,NA
MOD,hdlc,freq,5174,Continuous,NA
MOD,hdlc,missing,3756,Continuous,NA
MOD,insulinf,mean,29.417104075858376,Continuous,NA
MOD,insulinf,sd,15.191755436885645,Continuous,NA
MOD,insulinf,median,26.899999999999995,Continuous,NA
MOD,insulinf,q25,19,Continuous,NA
MOD,insulinf,q75,36.75,Continuous,NA
MOD,insulinf,min,2.5,Continuous,NA
MOD,insulinf,max,182.6,Continuous,NA
MOD,insulinf,freq,4359,Continuous,NA
MOD,insulinf,missing,4571,Continuous,NA
MOD,glucosef,mean,109.02994923857868,Continuous,NA
MOD,glucosef,sd,11.977680706923516,Continuous,NA
MOD,glucosef,median,109,Continuous,NA
MOD,glucosef,q25,101,Continuous,NA
MOD,glucosef,q75,116,Continuous,NA
MOD,glucosef,min,62,Continuous,NA
MOD,glucosef,max,267,Continuous,NA
MOD,glucosef,freq,8865,Continuous,NA
MOD,glucosef,missing,65,Continuous,NA
MOD,egfr,mean,95.053166535838,Continuous,NA
MOD,egfr,sd,18.83799464547267,Continuous,NA
MOD,egfr,median,93.67152970811988,Continuous,NA
MOD,egfr,q25,81.731949886,Continuous,NA
MOD,egfr,q75,108.52738738654922,Continuous,NA
MOD,egfr,min,54.622572202721855,Continuous,NA
MOD,egfr,max,144.33165895296742,Continuous,NA
MOD,egfr,freq,179,Continuous,NA
MOD,egfr,missing,8751,Continuous,NA
MOD,tgl,mean,154.5047342995169,Continuous,NA
MOD,tgl,sd,158.80887786771785,Continuous,NA
MOD,tgl,median,131,Continuous,NA
MOD,tgl,q25,92,Continuous,NA
MOD,tgl,q75,185,Continuous,NA
MOD,tgl,min,21,Continuous,NA
MOD,tgl,max,7776,Continuous,NA
MOD,tgl,freq,5175,Continuous,NA
MOD,tgl,missing,3755,Continuous,NA
MOD,tg_hdl,mean,3.8825344069597567,Continuous,NA
MOD,tg_hdl,sd,8.683628086402452,Continuous,NA
MOD,tg_hdl,median,2.967741935483871,Continuous,NA
MOD,tg_hdl,q25,1.9132308845577213,Continuous,NA
MOD,tg_hdl,q75,4.590617715617716,Continuous,NA
MOD,tg_hdl,min,0.3333333333333333,Continuous,NA
MOD,tg_hdl,max,555.4285714285714,Continuous,NA
MOD,tg_hdl,freq,5174,Continuous,NA
MOD,tg_hdl,missing,3756,Continuous,NA
NOT2D,age,mean,60.616629219027566,Continuous,NA
NOT2D,age,sd,10.980164490267857,Continuous,NA
NOT2D,age,median,60.01,Continuous,NA
NOT2D,age,q25,52.5,Continuous,NA
NOT2D,age,q75,68.99,Continuous,NA
NOT2D,age,min,20,Continuous,NA
NOT2D,age,max,95,Continuous,NA
NOT2D,age,freq,60796,Continuous,NA
NOT2D,age,missing,0,Continuous,NA
NOT2D,dmagediag,mean,NA,Continuous,NA
NOT2D,dmagediag,sd,NA,Continuous,NA
NOT2D,dmagediag,median,NA,Continuous,NA
NOT2D,dmagediag,q25,NA,Continuous,NA
NOT2D,dmagediag,q75,NA,Continuous,NA
NOT2D,dmagediag,min,Inf,Continuous,NA
NOT2D,dmagediag,max,-Inf,Continuous,NA
NOT2D,dmagediag,freq,0,Continuous,NA
NOT2D,dmagediag,missing,60796,Continuous,NA
NOT2D,bmi,mean,30.29799575381295,Continuous,NA
NOT2D,bmi,sd,6.351955735729848,Continuous,NA
NOT2D,bmi,median,29.19454614316374,Continuous,NA
NOT2D,bmi,q25,25.85262784,Continuous,NA
NOT2D,bmi,q75,33.65515073143437,Continuous,NA
NOT2D,bmi,min,16.044255728,Continuous,NA
NOT2D,bmi,max,93.48278262883056,Continuous,NA
NOT2D,bmi,freq,60605,Continuous,NA
NOT2D,bmi,missing,191,Continuous,NA
NOT2D,hba1c,mean,5.597227676639931,Continuous,NA
NOT2D,hba1c,sd,0.4259941860840179,Continuous,NA
NOT2D,hba1c,median,5.6,Continuous,NA
NOT2D,hba1c,q25,5.3,Continuous,NA
NOT2D,hba1c,q75,5.9,Continuous,NA
NOT2D,hba1c,min,3.2,Continuous,NA
NOT2D,hba1c,max,11.3,Continuous,NA
NOT2D,hba1c,freq,30047,Continuous,NA
NOT2D,hba1c,missing,30749,Continuous,NA
NOT2D,homa2b,mean,145.53773556907552,Continuous,NA
NOT2D,homa2b,sd,69.22913558932774,Continuous,NA
NOT2D,homa2b,median,129.4,Continuous,NA
NOT2D,homa2b,q25,96.5,Continuous,NA
NOT2D,homa2b,q75,176,Continuous,NA
NOT2D,homa2b,min,15.2,Continuous,NA
NOT2D,homa2b,max,632.6,Continuous,NA
NOT2D,homa2b,freq,26956,Continuous,NA
NOT2D,homa2b,missing,33840,Continuous,NA
NOT2D,homa2ir,mean,2.465529173715961,Continuous,NA
NOT2D,homa2ir,sd,1.6816984573774125,Continuous,NA
NOT2D,homa2ir,median,2.0242914979757085,Continuous,NA
NOT2D,homa2ir,q25,1.1904761904761905,Continuous,NA
NOT2D,homa2ir,q75,3.257328990228013,Continuous,NA
NOT2D,homa2ir,min,0.3237293622531564,Continuous,NA
NOT2D,homa2ir,max,8.620689655172415,Continuous,NA
NOT2D,homa2ir,freq,26956,Continuous,NA
NOT2D,homa2ir,missing,33840,Continuous,NA
NOT2D,sbp,mean,121.98155859164069,Continuous,NA
NOT2D,sbp,sd,16.808999180967454,Continuous,NA
NOT2D,sbp,median,120,Continuous,NA
NOT2D,sbp,q25,110,Continuous,NA
NOT2D,sbp,q75,131,Continuous,NA
NOT2D,sbp,min,64,Continuous,NA
NOT2D,sbp,max,244.66666666666666,Continuous,NA
NOT2D,sbp,freq,60619,Continuous,NA
NOT2D,sbp,missing,177,Continuous,NA
NOT2D,dbp,mean,72.69573662663456,Continuous,NA
NOT2D,dbp,sd,9.764753914026988,Continuous,NA
NOT2D,dbp,median,72.33333333333333,Continuous,NA
NOT2D,dbp,q25,66,Continuous,NA
NOT2D,dbp,q75,79,Continuous,NA
NOT2D,dbp,min,0,Continuous,NA
NOT2D,dbp,max,170,Continuous,NA
NOT2D,dbp,freq,60618,Continuous,NA
NOT2D,dbp,missing,178,Continuous,NA
NOT2D,ldlc,mean,114.85772517775668,Continuous,NA
NOT2D,ldlc,sd,31.83488435810498,Continuous,NA
NOT2D,ldlc,median,113,Continuous,NA
NOT2D,ldlc,q25,93,Continuous,NA
NOT2D,ldlc,q75,134,Continuous,NA
NOT2D,ldlc,min,9,Continuous,NA
NOT2D,ldlc,max,377,Continuous,NA
NOT2D,ldlc,freq,43177,Continuous,NA
NOT2D,ldlc,missing,17619,Continuous,NA
NOT2D,hdlc,mean,52.78874945212116,Continuous,NA
NOT2D,hdlc,sd,14.977843994393776,Continuous,NA
NOT2D,hdlc,median,50,Continuous,NA
NOT2D,hdlc,q25,42,Continuous,NA
NOT2D,hdlc,q75,61,Continuous,NA
NOT2D,hdlc,min,16,Continuous,NA
NOT2D,hdlc,max,187,Continuous,NA
NOT2D,hdlc,freq,43349,Continuous,NA
NOT2D,hdlc,missing,17447,Continuous,NA
NOT2D,insulinf,mean,23.648614551657644,Continuous,NA
NOT2D,insulinf,sd,22.509274195790912,Continuous,NA
NOT2D,insulinf,median,18,Continuous,NA
NOT2D,insulinf,q25,10.6,Continuous,NA
NOT2D,insulinf,q75,29,Continuous,NA
NOT2D,insulinf,min,0,Continuous,NA
NOT2D,insulinf,max,817,Continuous,NA
NOT2D,insulinf,freq,26966,Continuous,NA
NOT2D,insulinf,missing,33830,Continuous,NA
NOT2D,glucosef,mean,97.61795489124074,Continuous,NA
NOT2D,glucosef,sd,10.789455248612757,Continuous,NA
NOT2D,glucosef,median,98,Continuous,NA
NOT2D,glucosef,q25,90,Continuous,NA
NOT2D,glucosef,q75,104.99999999999999,Continuous,NA
NOT2D,glucosef,min,27,Continuous,NA
NOT2D,glucosef,max,262,Continuous,NA
NOT2D,glucosef,freq,59811,Continuous,NA
NOT2D,glucosef,missing,985,Continuous,NA
NOT2D,egfr,mean,75.88946863835957,Continuous,NA
NOT2D,egfr,sd,18.205937159441827,Continuous,NA
NOT2D,egfr,median,74.902920524,Continuous,NA
NOT2D,egfr,q25,63.680798787,Continuous,NA
NOT2D,egfr,q75,86.912526012,Continuous,NA
NOT2D,egfr,min,3.0399989685,Continuous,NA
NOT2D,egfr,max,175.86771582,Continuous,NA
NOT2D,egfr,freq,13751,Continuous,NA
NOT2D,egfr,missing,47045,Continuous,NA
NOT2D,tgl,mean,122.00356368501177,Continuous,NA
NOT2D,tgl,sd,71.76843168985533,Continuous,NA
NOT2D,tgl,median,105,Continuous,NA
NOT2D,tgl,q25,75,Continuous,NA
NOT2D,tgl,q75,149,Continuous,NA
NOT2D,tgl,min,13,Continuous,NA
NOT2D,tgl,max,1648,Continuous,NA
NOT2D,tgl,freq,43354,Continuous,NA
NOT2D,tgl,missing,17442,Continuous,NA
NOT2D,tg_hdl,mean,2.6614941209241185,Continuous,NA
NOT2D,tg_hdl,sd,2.20096206691834,Continuous,NA
NOT2D,tg_hdl,median,2.0689655172413794,Continuous,NA
NOT2D,tg_hdl,q25,1.3157894736842106,Continuous,NA
NOT2D,tg_hdl,q75,3.2962962962962963,Continuous,NA
NOT2D,tg_hdl,min,0.17567567567567569,Continuous,NA
NOT2D,tg_hdl,max,65.92,Continuous,NA
NOT2D,tg_hdl,freq,43349,Continuous,NA
NOT2D,tg_hdl,missing,17447,Continuous,NA
SIDD,age,mean,52.5624602424815,Continuous,NA
SIDD,age,sd,10.950994992752632,Continuous,NA
SIDD,age,median,49.76,Continuous,NA
SIDD,age,q25,44.685,Continuous,NA
SIDD,age,q75,60,Continuous,NA
SIDD,age,min,28,Continuous,NA
SIDD,age,max,88,Continuous,NA
SIDD,age,freq,174,Continuous,NA
SIDD,age,missing,0,Continuous,NA
SIDD,dmagediag,mean,57.36965832152417,Continuous,NA
SIDD,dmagediag,sd,10.06536174440875,Continuous,NA
SIDD,dmagediag,median,51.09315068493151,Continuous,NA
SIDD,dmagediag,q25,51,Continuous,NA
SIDD,dmagediag,q75,66,Continuous,NA
SIDD,dmagediag,min,35,Continuous,NA
SIDD,dmagediag,max,88,Continuous,NA
SIDD,dmagediag,freq,174,Continuous,NA
SIDD,dmagediag,missing,0,Continuous,NA
SIDD,bmi,mean,31.224377913644577,Continuous,NA
SIDD,bmi,sd,5.589464155809053,Continuous,NA
SIDD,bmi,median,30.18777137683942,Continuous,NA
SIDD,bmi,q25,27.30929502998255,Continuous,NA
SIDD,bmi,q75,34.52245034122674,Continuous,NA
SIDD,bmi,min,21.24938000887566,Continuous,NA
SIDD,bmi,max,54.900038514,Continuous,NA
SIDD,bmi,freq,174,Continuous,NA
SIDD,bmi,missing,0,Continuous,NA
SIDD,hba1c,mean,7.373684210526315,Continuous,NA
SIDD,hba1c,sd,2.4917826877651095,Continuous,NA
SIDD,hba1c,median,6.1,Continuous,NA
SIDD,hba1c,q25,5.6,Continuous,NA
SIDD,hba1c,q75,8.9,Continuous,NA
SIDD,hba1c,min,4.6,Continuous,NA
SIDD,hba1c,max,17.2,Continuous,NA
SIDD,hba1c,freq,95,Continuous,NA
SIDD,hba1c,missing,79,Continuous,NA
SIDD,homa2b,mean,125.06666666666666,Continuous,NA
SIDD,homa2b,sd,59.19546857657265,Continuous,NA
SIDD,homa2b,median,121,Continuous,NA
SIDD,homa2b,q25,75.7,Continuous,NA
SIDD,homa2b,q75,164,Continuous,NA
SIDD,homa2b,min,10.1,Continuous,NA
SIDD,homa2b,max,273.6,Continuous,NA
SIDD,homa2b,freq,81,Continuous,NA
SIDD,homa2b,missing,93,Continuous,NA
SIDD,homa2ir,mean,3.174285460592707,Continuous,NA
SIDD,homa2ir,sd,2.4281746518692926,Continuous,NA
SIDD,homa2ir,median,2.4752475247524752,Continuous,NA
SIDD,homa2ir,q25,1.5748031496062993,Continuous,NA
SIDD,homa2ir,q75,3.8910505836575875,Continuous,NA
SIDD,homa2ir,min,0.5173305742369374,Continuous,NA
SIDD,homa2ir,max,12.048192771084336,Continuous,NA
SIDD,homa2ir,freq,81,Continuous,NA
SIDD,homa2ir,missing,93,Continuous,NA
SIDD,sbp,mean,124.57851647509578,Continuous,NA
SIDD,sbp,sd,16.338228700345333,Continuous,NA
SIDD,sbp,median,123.5,Continuous,NA
SIDD,sbp,q25,113,Continuous,NA
SIDD,sbp,q75,134,Continuous,NA
SIDD,sbp,min,91,Continuous,NA
SIDD,sbp,max,182.5115,Continuous,NA
SIDD,sbp,freq,174,Continuous,NA
SIDD,sbp,missing,0,Continuous,NA
SIDD,dbp,mean,76.41518735632184,Continuous,NA
SIDD,dbp,sd,11.4885130145609,Continuous,NA
SIDD,dbp,median,78.68405,Continuous,NA
SIDD,dbp,q25,68.08333333333333,Continuous,NA
SIDD,dbp,q75,85,Continuous,NA
SIDD,dbp,min,49.333333333333336,Continuous,NA
SIDD,dbp,max,100,Continuous,NA
SIDD,dbp,freq,174,Continuous,NA
SIDD,dbp,missing,0,Continuous,NA
SIDD,ldlc,mean,110.48484848484848,Continuous,NA
SIDD,ldlc,sd,35.69815887836671,Continuous,NA
SIDD,ldlc,median,114.5,Continuous,NA
SIDD,ldlc,q25,84.75,Continuous,NA
SIDD,ldlc,q75,133.25,Continuous,NA
SIDD,ldlc,min,24,Continuous,NA
SIDD,ldlc,max,196,Continuous,NA
SIDD,ldlc,freq,132,Continuous,NA
SIDD,ldlc,missing,42,Continuous,NA
SIDD,hdlc,mean,41.17037037037037,Continuous,NA
SIDD,hdlc,sd,11.316703241220996,Continuous,NA
SIDD,hdlc,median,39,Continuous,NA
SIDD,hdlc,q25,34,Continuous,NA
SIDD,hdlc,q75,45,Continuous,NA
SIDD,hdlc,min,21,Continuous,NA
SIDD,hdlc,max,99,Continuous,NA
SIDD,hdlc,freq,135,Continuous,NA
SIDD,hdlc,missing,39,Continuous,NA
SIDD,insulinf,mean,28.271124497991966,Continuous,NA
SIDD,insulinf,sd,23.809365322071624,Continuous,NA
SIDD,insulinf,median,20,Continuous,NA
SIDD,insulinf,q25,13.405000000000001,Continuous,NA
SIDD,insulinf,q75,34.099999999999994,Continuous,NA
SIDD,insulinf,min,4.28,Continuous,NA
SIDD,insulinf,max,138,Continuous,NA
SIDD,insulinf,freq,83,Continuous,NA
SIDD,insulinf,missing,91,Continuous,NA
SIDD,glucosef,mean,124.3,Continuous,NA
SIDD,glucosef,sd,52.30303712316993,Continuous,NA
SIDD,glucosef,median,105,Continuous,NA
SIDD,glucosef,q25,98,Continuous,NA
SIDD,glucosef,q75,120.75,Continuous,NA
SIDD,glucosef,min,78,Continuous,NA
SIDD,glucosef,max,366,Continuous,NA
SIDD,glucosef,freq,170,Continuous,NA
SIDD,glucosef,missing,4,Continuous,NA
SIDD,egfr,mean,84.16545173714104,Continuous,NA
SIDD,egfr,sd,17.97645651748239,Continuous,NA
SIDD,egfr,median,86.11006086649999,Continuous,NA
SIDD,egfr,q25,76.38697753526822,Continuous,NA
SIDD,egfr,q75,94.99522633313558,Continuous,NA
SIDD,egfr,min,33.570256544,Continuous,NA
SIDD,egfr,max,119.18210656,Continuous,NA
SIDD,egfr,freq,50,Continuous,NA
SIDD,egfr,missing,124,Continuous,NA
SIDD,tgl,mean,176.4814814814815,Continuous,NA
SIDD,tgl,sd,113.03472269662215,Continuous,NA
SIDD,tgl,median,138,Continuous,NA
SIDD,tgl,q25,100,Continuous,NA
SIDD,tgl,q75,233.5,Continuous,NA
SIDD,tgl,min,36,Continuous,NA
SIDD,tgl,max,615,Continuous,NA
SIDD,tgl,freq,135,Continuous,NA
SIDD,tgl,missing,39,Continuous,NA
SIDD,tg_hdl,mean,4.994884129820194,Continuous,NA
SIDD,tg_hdl,sd,4.3651103678935606,Continuous,NA
SIDD,tg_hdl,median,3.5405405405405403,Continuous,NA
SIDD,tg_hdl,q25,2.460769230769231,Continuous,NA
SIDD,tg_hdl,q75,5.8,Continuous,NA
SIDD,tg_hdl,min,0.84,Continuous,NA
SIDD,tg_hdl,max,25.952380952380953,Continuous,NA
SIDD,tg_hdl,freq,135,Continuous,NA
SIDD,tg_hdl,missing,39,Continuous,NA
SIRD,age,mean,60.441678572429055,Continuous,NA
SIRD,age,sd,9.57591490814599,Continuous,NA
SIRD,age,median,60,Continuous,NA
SIRD,age,q25,53.97,Continuous,NA
SIRD,age,q75,67,Continuous,NA
SIRD,age,min,37.48,Continuous,NA
SIRD,age,max,90,Continuous,NA
SIRD,age,freq,2445,Continuous,NA
SIRD,age,missing,0,Continuous,NA
SIRD,dmagediag,mean,64.95680981595092,Continuous,NA
SIRD,dmagediag,sd,9.286928205839661,Continuous,NA
SIRD,dmagediag,median,64.12054794520549,Continuous,NA
SIRD,dmagediag,q25,58.99178082191781,Continuous,NA
SIRD,dmagediag,q75,71,Continuous,NA
SIRD,dmagediag,min,40.032876712328765,Continuous,NA
SIRD,dmagediag,max,90,Continuous,NA
SIRD,dmagediag,freq,2445,Continuous,NA
SIRD,dmagediag,missing,0,Continuous,NA
SIRD,bmi,mean,32.99087670308273,Continuous,NA
SIRD,bmi,sd,6.086158951017218,Continuous,NA
